Date,Time,pres (mbar)
3/31/2023,9:00:00,979.6
3/31/2023,10:00:00,981.8
3/31/2023,11:00:00,981.1
3/31/2023,12:00:00,977.9
3/31/2023,13:00:00,978.1
3/31/2023,14:00:00,978.9
3/31/2023,15:00:00,979.2
3/31/2023,16:00:00,980.5
3/31/2023,17:00:00,981.4
3/31/2023,18:00:00,982.9
3/31/2023,19:00:00,984.4
3/31/2023,20:00:00,985.9
3/31/2023,21:00:00,987.1
3/31/2023,22:00:00,988.2
3/31/2023,23:00:00,989.5
4/1/2023,0:00:00,990.6
4/1/2023,1:00:00,991.7
4/1/2023,2:00:00,992.4
4/1/2023,3:00:00,993.2
4/1/2023,4:00:00,993.7
4/1/2023,5:00:00,994.4
4/1/2023,6:00:00,995
4/1/2023,7:00:00,996.1
4/1/2023,8:00:00,996.7
4/1/2023,9:00:00,997.4
4/1/2023,10:00:00,998.1
4/1/2023,11:00:00,999
4/1/2023,12:00:00,999.8
4/1/2023,13:00:00,1000.5
4/1/2023,14:00:00,1001.5
4/1/2023,15:00:00,1002.2
4/1/2023,16:00:00,1003
4/1/2023,17:00:00,1004.1
4/1/2023,18:00:00,1005.2
4/1/2023,19:00:00,1006.1
4/1/2023,20:00:00,1007.6
4/1/2023,21:00:00,1008.8
4/1/2023,22:00:00,1009.7
4/1/2023,23:00:00,1010.4
4/2/2023,0:00:00,1011.6
4/2/2023,1:00:00,1012.4
4/2/2023,2:00:00,1013.2
4/2/2023,3:00:00,1013.8
4/2/2023,4:00:00,1015.1
4/2/2023,5:00:00,1016.1
4/2/2023,6:00:00,1016.6
4/2/2023,7:00:00,1017.3
4/2/2023,8:00:00,1018.6
4/2/2023,9:00:00,1019.5
4/2/2023,10:00:00,1020.1
4/2/2023,11:00:00,1021
4/2/2023,12:00:00,1021.6
4/2/2023,13:00:00,1022.1
4/2/2023,14:00:00,1022.5
4/2/2023,15:00:00,1022.9
4/2/2023,16:00:00,1023.1
4/2/2023,17:00:00,1023.6
4/2/2023,18:00:00,1023.8
4/2/2023,19:00:00,1024.9
4/2/2023,20:00:00,1025.1
4/2/2023,21:00:00,1025.8
4/2/2023,22:00:00,1026.3
4/2/2023,23:00:00,1026.2
4/3/2023,0:00:00,1026.1
4/3/2023,1:00:00,1025.8
4/3/2023,2:00:00,1025.6
4/3/2023,3:00:00,1025.7
4/3/2023,4:00:00,1025.6
4/3/2023,5:00:00,1025.5
4/3/2023,6:00:00,1025.2
4/3/2023,7:00:00,1025.5
4/3/2023,8:00:00,1025.8
4/3/2023,9:00:00,1026.3
4/3/2023,10:00:00,1026.3
4/3/2023,11:00:00,1026.3
4/3/2023,12:00:00,1026.2
4/3/2023,13:00:00,1025.8
4/3/2023,14:00:00,1025.1
4/3/2023,15:00:00,1024.5
4/3/2023,16:00:00,1024.2
4/3/2023,17:00:00,1023.6
4/3/2023,18:00:00,1024.5
4/3/2023,19:00:00,1024.7
4/3/2023,20:00:00,1024.6
4/3/2023,21:00:00,1024.8
4/3/2023,22:00:00,1024.6
4/3/2023,23:00:00,1024.3
4/4/2023,0:00:00,1024.2
4/4/2023,1:00:00,1023.8
4/4/2023,2:00:00,1024
4/4/2023,3:00:00,1023.5
4/4/2023,4:00:00,1023.5
4/4/2023,5:00:00,1023.4
4/4/2023,6:00:00,1023.2
4/4/2023,7:00:00,1023.5
4/4/2023,8:00:00,1023.8
4/4/2023,9:00:00,1023.5
4/4/2023,10:00:00,1023.3
4/4/2023,11:00:00,1023.5
4/4/2023,12:00:00,1022.8
4/4/2023,13:00:00,1022.6
4/4/2023,14:00:00,1022.3
4/4/2023,15:00:00,1021.4
4/4/2023,16:00:00,1021
4/4/2023,17:00:00,1020.7
4/4/2023,18:00:00,1019.8
4/4/2023,19:00:00,1020.6
4/4/2023,20:00:00,1020
4/4/2023,21:00:00,1020.2
4/4/2023,22:00:00,1020.5
4/4/2023,23:00:00,1020.2
4/5/2023,0:00:00,1019.9
4/5/2023,1:00:00,1019.3
4/5/2023,2:00:00,1018.5
4/5/2023,3:00:00,1018
4/5/2023,4:00:00,1017.4
4/5/2023,5:00:00,1016.9
4/5/2023,6:00:00,1016.9
4/5/2023,7:00:00,1017.2
4/5/2023,8:00:00,1016.7
4/5/2023,9:00:00,1016.6
4/5/2023,10:00:00,1016.4
4/5/2023,11:00:00,1016.5
4/5/2023,12:00:00,1015.6
4/5/2023,13:00:00,1015
4/5/2023,14:00:00,1014.4
4/5/2023,15:00:00,1013.8
4/5/2023,16:00:00,1013.5
4/5/2023,17:00:00,1012.8
4/5/2023,18:00:00,1012.4
4/5/2023,19:00:00,1012.2
4/5/2023,20:00:00,1012.5
4/5/2023,21:00:00,1012.3
4/5/2023,22:00:00,1011.8
4/5/2023,23:00:00,1011.2
4/6/2023,0:00:00,1010.5
4/6/2023,1:00:00,1009.9
4/6/2023,2:00:00,1010.1
4/6/2023,3:00:00,1009.9
4/6/2023,4:00:00,1008.3
4/6/2023,5:00:00,1006.8
4/6/2023,6:00:00,1007
4/6/2023,7:00:00,1007.7
4/6/2023,8:00:00,1005.9
4/6/2023,9:00:00,1005.8
4/6/2023,10:00:00,1005.9
4/6/2023,11:00:00,1005.9
4/6/2023,12:00:00,1006.5
4/6/2023,13:00:00,1006.4
4/6/2023,14:00:00,1007.3
4/6/2023,15:00:00,1006.4
4/6/2023,16:00:00,1007.2
4/6/2023,17:00:00,1007.3
4/6/2023,18:00:00,1008.3
4/6/2023,19:00:00,1009.1
4/6/2023,20:00:00,1010
4/6/2023,21:00:00,1010.9
4/6/2023,22:00:00,1011.3
4/6/2023,23:00:00,1011.4
4/7/2023,0:00:00,1011.9
4/7/2023,1:00:00,1012
4/7/2023,2:00:00,1012.2
4/7/2023,3:00:00,1012.6
4/7/2023,4:00:00,1012.6
4/7/2023,5:00:00,1013.3
4/7/2023,6:00:00,1013.7
4/7/2023,7:00:00,1014
4/7/2023,8:00:00,1014.6
4/7/2023,9:00:00,1015
4/7/2023,10:00:00,1015.3
4/7/2023,11:00:00,1015.1
4/7/2023,12:00:00,1015.5
4/7/2023,13:00:00,1015.6
4/7/2023,14:00:00,1015.7
4/7/2023,15:00:00,1016
4/7/2023,16:00:00,1014.7
4/7/2023,17:00:00,1016.1
4/7/2023,18:00:00,1015.9
4/7/2023,19:00:00,1016.8
4/7/2023,20:00:00,1017.3
4/7/2023,21:00:00,1018
4/7/2023,22:00:00,1018.5
4/7/2023,23:00:00,1018.5
4/8/2023,0:00:00,1018.5
4/8/2023,1:00:00,1018.6
