"Plot Title: RLCP HOBO U20L_01"
"#","Date Time, GMT+00:00","Abs Pres, mbar (LGR S/N: 21571440, SEN S/N: 21571440)","Temp, °C (LGR S/N: 21571440, SEN S/N: 21571440)","Pressure Barom., kPa (LGR S/N: )","Sensor Depth, meters (LGR S/N: 21571440)","Coupler Detached (LGR S/N: 21571440)","Coupler Attached (LGR S/N: 21571440)","Stopped (LGR S/N: 21571440)","End Of File (LGR S/N: 21571440)"
1792,10/20/23 03:00:00 AM,1026.3,13.750,97.440,0.530,,,,
1793,10/20/23 04:00:00 AM,1033.4,13.942,97.330,0.614,,,,
1794,10/20/23 05:00:00 AM,1049.7,14.134,97.270,0.786,,,,
1795,10/20/23 06:00:00 AM,1052.1,14.134,97.180,0.820,,,,
1796,10/20/23 07:00:00 AM,1049.7,14.038,97.180,0.795,,,,
1797,10/20/23 08:00:00 AM,1048.6,13.942,97.180,0.783,,,,
1798,10/20/23 09:00:00 AM,1051.0,13.942,97.240,0.803,,,,
1799,10/20/23 10:00:00 AM,1073.3,13.846,97.340,1.020,,,,
1800,10/20/23 11:00:00 AM,1079.8,13.846,97.240,1.096,,,,
1801,10/20/23 12:00:00 PM,1079.2,13.750,97.270,1.087,,,,
1802,10/20/23 01:00:00 PM,1090.0,13.750,97.210,1.203,,,,
1803,10/20/23 02:00:00 PM,1093.9,13.654,97.190,1.245,,,,
1804,10/20/23 03:00:00 PM,1095.6,13.654,97.160,1.266,,,,
1805,10/20/23 04:00:00 PM,1097.1,13.558,97.180,1.278,,,,
1806,10/20/23 05:00:00 PM,1094.0,13.558,97.170,1.249,,,,
1807,10/20/23 06:00:00 PM,1093.9,13.461,97.180,1.246,,,,
1808,10/20/23 07:00:00 PM,1088.0,13.461,97.220,1.182,,,,
1809,10/20/23 08:00:00 PM,1082.8,13.461,97.220,1.129,,,,
1810,10/20/23 09:00:00 PM,1077.7,13.365,97.260,1.073,,,,
1811,10/20/23 10:00:00 PM,1075.3,13.269,97.280,1.047,,,,
1812,10/20/23 11:00:00 PM,1073.0,13.269,97.320,1.018,,,,
1813,10/21/23 12:00:00 AM,1069.9,13.269,97.360,0.983,,,,
1814,10/21/23 01:00:00 AM,1067.6,13.173,97.410,0.954,,,,
1815,10/21/23 02:00:00 AM,1064.5,13.173,97.430,0.921,,,,
1816,10/21/23 03:00:00 AM,1062.5,13.173,97.480,0.895,,,,
1817,10/21/23 04:00:00 AM,1059.6,13.173,97.490,0.864,,,,
1818,10/21/23 05:00:00 AM,1057.5,13.173,97.510,0.841,,,,
1819,10/21/23 06:00:00 AM,1057.6,13.173,97.570,0.836,,,,
1820,10/21/23 07:00:00 AM,1053.5,13.173,97.610,0.790,,,,
1821,10/21/23 08:00:00 AM,1053.0,13.173,97.700,0.776,,,,
1822,10/21/23 09:00:00 AM,1052.4,13.173,97.750,0.765,,,,
1823,10/21/23 10:00:00 AM,1051.5,13.269,97.830,0.747,,,,
1824,10/21/23 11:00:00 AM,1050.7,13.365,98.030,0.718,,,,
1825,10/21/23 12:00:00 PM,1050.7,13.365,98.060,0.715,,,,
1826,10/21/23 01:00:00 PM,1049.3,13.461,98.100,0.697,,,,
1827,10/21/23 02:00:00 PM,1049.5,13.558,98.210,0.688,,,,
1828,10/21/23 03:00:00 PM,1049.4,13.558,98.060,0.702,,,,
1829,10/21/23 04:00:00 PM,1049.4,13.558,97.910,0.717,,,,
1830,10/21/23 05:00:00 PM,1050.6,13.461,97.070,0.815,,,,
1831,10/21/23 06:00:00 PM,1053.1,13.365,96.730,0.875,,,,
1832,10/21/23 07:00:00 PM,1061.3,13.269,96.730,0.959,,,,
1833,10/21/23 08:00:00 PM,1068.4,13.173,96.450,1.061,,,,
1834,10/21/23 09:00:00 PM,1070.7,13.173,96.390,1.090,,,,
1835,10/21/23 10:00:00 PM,1071.6,13.076,96.370,1.101,,,,
1836,10/21/23 11:00:00 PM,1072.0,12.980,96.320,1.111,,,,
1837,10/22/23 12:00:00 AM,1071.9,12.787,96.200,1.122,,,,
1838,10/22/23 01:00:00 AM,1070.8,12.690,95.630,1.168,,,,
1839,10/22/23 02:00:00 AM,1072.3,12.594,95.430,1.204,,,,
1840,10/22/23 03:00:00 AM,1071.5,12.497,96.230,1.115,,,,
1841,10/22/23 04:00:00 AM,1069.5,12.401,99.410,0.770,,,,
1842,10/22/23 05:00:00 AM,1069.6,12.304,99.500,0.761,,,,
1843,10/22/23 06:00:00 AM,1068.9,12.207,99.560,0.748,,,,
1844,10/22/23 07:00:00 AM,1068.9,12.110,99.670,0.737,,,,
1845,10/22/23 08:00:00 AM,1068.5,12.013,99.770,0.722,,,,
1846,10/22/23 09:00:00 AM,1067.9,11.916,99.840,0.710,,,,
1847,10/22/23 10:00:00 AM,1067.9,12.013,99.910,0.702,,,,
1848,10/22/23 11:00:00 AM,1067.5,12.207,99.980,0.691,,,,
1849,10/22/23 12:00:00 PM,1067.2,12.401,100.050,0.681,,,,
1850,10/22/23 01:00:00 PM,1066.8,12.594,100.060,0.675,,,,
1851,10/22/23 02:00:00 PM,1066.7,12.690,100.060,0.674,,,,
1852,10/22/23 03:00:00 PM,1065.9,12.690,100.150,0.657,,,,
1853,10/22/23 04:00:00 PM,1065.7,12.594,100.250,0.645,,,,
1854,10/22/23 05:00:00 PM,1065.6,12.497,100.310,0.638,,,,
1855,10/22/23 06:00:00 PM,1065.6,12.401,100.350,0.634,,,,
1856,10/22/23 07:00:00 PM,1065.8,12.304,100.380,0.633,,,,
1857,10/22/23 08:00:00 PM,1066.1,12.110,100.470,0.626,,,,
1858,10/22/23 09:00:00 PM,1065.8,11.916,100.490,0.621,,,,
1859,10/22/23 10:00:00 PM,1065.4,11.722,100.550,0.611,,,,
1860,10/22/23 11:00:00 PM,1064.8,11.625,100.550,0.605,,,,
1861,10/23/23 12:00:00 AM,1065.0,11.431,100.570,0.605,,,,
1862,10/23/23 01:00:00 AM,1064.5,11.334,100.580,0.599,,,,
1863,10/23/23 02:00:00 AM,1064.2,11.139,100.580,0.596,,,,
1864,10/23/23 03:00:00 AM,1063.7,10.944,100.620,0.587,,,,
1865,10/23/23 04:00:00 AM,1063.2,10.748,100.600,0.583,,,,
1866,10/23/23 05:00:00 AM,1063.0,10.651,100.570,0.584,,,,
1867,10/23/23 06:00:00 AM,1062.7,10.553,100.560,0.582,,,,
1868,10/23/23 07:00:00 AM,1062.4,10.455,100.540,0.582,,,,
1869,10/23/23 08:00:00 AM,1061.8,10.357,100.550,0.574,,,,
1870,10/23/23 09:00:00 AM,1061.6,10.455,100.570,0.570,,,,
1871,10/23/23 10:00:00 AM,1061.1,10.651,100.580,0.565,,,,
1872,10/23/23 11:00:00 AM,1060.7,11.041,100.550,0.563,,,,
1873,10/23/23 12:00:00 PM,1059.7,11.431,100.480,0.560,,,,
1874,10/23/23 01:00:00 PM,1059.2,11.625,100.420,0.561,,,,
1875,10/23/23 02:00:00 PM,1058.8,11.819,100.370,0.562,,,,
1876,10/23/23 03:00:00 PM,1057.8,12.013,100.320,0.557,,,,
1877,10/23/23 04:00:00 PM,1056.9,12.013,100.260,0.554,,,,
1878,10/23/23 05:00:00 PM,1056.3,12.013,100.180,0.556,,,,
1879,10/23/23 06:00:00 PM,1055.6,12.013,100.160,0.551,,,,
1880,10/23/23 07:00:00 PM,1055.5,12.110,100.110,0.555,,,,
1881,10/23/23 08:00:00 PM,1055.0,12.013,100.090,0.552,,,,
1882,10/23/23 09:00:00 PM,1054.7,12.013,100.040,0.555,,,,
1883,10/23/23 10:00:00 PM,1053.9,12.013,100.050,0.545,,,,
1884,10/23/23 11:00:00 PM,1053.5,12.013,99.960,0.550,,,,
1885,10/24/23 12:00:00 AM,1052.5,11.916,99.910,0.545,,,,
1886,10/24/23 01:00:00 AM,1051.8,11.916,99.850,0.544,,,,
1887,10/24/23 02:00:00 AM,1051.1,11.819,99.790,0.543,,,,
1888,10/24/23 03:00:00 AM,1050.7,11.722,99.730,0.545,,,,
1889,10/24/23 04:00:00 AM,1050.3,11.528,99.690,0.545,,,,
1890,10/24/23 05:00:00 AM,1049.5,11.431,99.670,0.539,,,,
1891,10/24/23 06:00:00 AM,1049.3,11.431,99.630,0.541,,,,
1892,10/24/23 07:00:00 AM,1049.2,11.236,99.610,0.542,,,,
1893,10/24/23 08:00:00 AM,1048.7,11.236,99.600,0.538,,,,
1894,10/24/23 09:00:00 AM,1048.5,11.236,99.570,0.538,,,,
1895,10/24/23 10:00:00 AM,1048.8,11.236,99.560,0.543,,,,
1896,10/24/23 11:00:00 AM,1048.4,11.334,99.590,0.536,,,,
1897,10/24/23 12:00:00 PM,1048.5,11.431,99.580,0.538,,,,
1898,10/24/23 01:00:00 PM,1048.4,11.625,99.570,0.538,,,,
1899,10/24/23 02:00:00 PM,1048.0,11.916,99.560,0.534,,,,
1900,10/24/23 03:00:00 PM,1047.6,11.916,99.530,0.534,,,,
1901,10/24/23 04:00:00 PM,1047.4,11.722,99.510,0.534,,,,
1902,10/24/23 05:00:00 PM,1047.5,11.528,99.530,0.532,,,,
1903,10/24/23 06:00:00 PM,1047.8,11.431,99.550,0.534,,,,
1904,10/24/23 07:00:00 PM,1047.4,11.236,99.560,0.528,,,,
1905,10/24/23 08:00:00 PM,1047.4,11.041,99.570,0.527,,,,
1906,10/24/23 09:00:00 PM,1047.2,10.846,99.530,0.530,,,,
1907,10/24/23 10:00:00 PM,1046.8,10.553,99.530,0.525,,,,
1908,10/24/23 11:00:00 PM,1046.4,10.357,99.540,0.520,,,,
1909,10/25/23 12:00:00 AM,1046.0,10.161,99.510,0.519,,,,
1910,10/25/23 01:00:00 AM,1045.3,9.965,99.450,0.519,,,,
1911,10/25/23 02:00:00 AM,1044.9,9.866,99.410,0.518,,,,
1912,10/25/23 03:00:00 AM,1044.0,9.768,99.370,0.514,,,,
1913,10/25/23 04:00:00 AM,1043.4,9.669,99.290,0.515,,,,
1914,10/25/23 05:00:00 AM,1042.7,9.472,99.230,0.514,,,,
1915,10/25/23 06:00:00 AM,1042.2,9.472,99.220,0.510,,,,
1916,10/25/23 07:00:00 AM,1042.1,9.571,99.180,0.513,,,,
1917,10/25/23 08:00:00 AM,1041.7,9.571,99.160,0.511,,,,
1918,10/25/23 09:00:00 AM,1041.9,9.669,99.150,0.514,,,,
1919,10/25/23 10:00:00 AM,1041.5,9.768,99.120,0.513,,,,
1920,10/25/23 11:00:00 AM,1041.4,10.161,99.130,0.511,,,,
1921,10/25/23 12:00:00 PM,1041.4,10.455,99.040,0.520,,,,
1922,10/25/23 01:00:00 PM,1041.7,10.651,99.110,0.516,,,,
1923,10/25/23 02:00:00 PM,1041.9,10.748,99.100,0.520,,,,
1924,10/25/23 03:00:00 PM,1041.3,10.651,99.130,0.510,,,,
1925,10/25/23 04:00:00 PM,1041.3,10.553,99.120,0.511,,,,
1926,10/25/23 05:00:00 PM,1041.4,10.259,99.080,0.517,,,,
1927,10/25/23 06:00:00 PM,1041.5,10.063,99.110,0.515,,,,
1928,10/25/23 07:00:00 PM,1041.6,9.965,99.140,0.512,,,,
1929,10/25/23 08:00:00 PM,1041.5,9.768,99.130,0.512,,,,
1930,10/25/23 09:00:00 PM,1041.2,9.571,99.140,0.508,,,,
1931,10/25/23 10:00:00 PM,1041.2,9.472,99.120,0.510,,,,
1932,10/25/23 11:00:00 PM,1040.6,9.275,99.110,0.505,,,,
1933,10/26/23 12:00:00 AM,1040.3,9.077,99.080,0.505,,,,
1934,10/26/23 01:00:00 AM,1039.8,8.978,99.060,0.502,,,,
1935,10/26/23 02:00:00 AM,1038.9,8.879,99.020,0.497,,,,
1936,10/26/23 03:00:00 AM,1038.2,8.978,98.980,0.493,,,,
1937,10/26/23 04:00:00 AM,1037.6,8.978,98.920,0.494,,,,
1938,10/26/23 05:00:00 AM,1036.7,9.077,98.830,0.493,,,,
1939,10/26/23 06:00:00 AM,1036.1,9.176,98.780,0.493,,,,
1940,10/26/23 07:00:00 AM,1035.9,9.275,98.720,0.497,,,,
1941,10/26/23 08:00:00 AM,1035.9,9.472,98.720,0.497,,,,
1942,10/26/23 09:00:00 AM,1035.7,9.669,98.710,0.495,,,,
1943,10/26/23 10:00:00 AM,1035.7,9.866,98.670,0.500,,,,
1944,10/26/23 11:00:00 AM,1035.9,10.259,98.700,0.499,,,,
1945,10/26/23 12:00:00 PM,1035.8,10.455,98.750,0.493,,,,
1946,10/26/23 01:00:00 PM,1035.4,10.651,98.630,0.501,,,,
1947,10/26/23 02:00:00 PM,1035.7,10.944,98.610,0.506,,,,
1948,10/26/23 03:00:00 PM,1035.4,11.041,98.530,0.511,,,,
1949,10/26/23 04:00:00 PM,1035.7,10.944,98.540,0.513,,,,
1950,10/26/23 05:00:00 PM,1035.6,10.748,98.550,0.511,,,,
1951,10/26/23 06:00:00 PM,1035.1,10.651,98.600,0.501,,,,
1952,10/26/23 07:00:00 PM,1035.3,10.553,98.550,0.508,,,,
1953,10/26/23 08:00:00 PM,1034.9,10.455,98.530,0.506,,,,
1954,10/26/23 09:00:00 PM,1035.1,10.357,98.540,0.507,,,,
1955,10/26/23 10:00:00 PM,1034.6,10.161,98.560,0.500,,,,
1956,10/26/23 11:00:00 PM,1034.7,10.063,98.520,0.504,,,,
1957,10/27/23 12:00:00 AM,1034.6,9.866,98.520,0.504,,,,
1958,10/27/23 01:00:00 AM,1034.7,9.768,98.510,0.506,,,,
1959,10/27/23 02:00:00 AM,1034.1,9.669,98.500,0.501,,,,
1960,10/27/23 03:00:00 AM,1033.7,9.571,98.480,0.499,,,,
1961,10/27/23 04:00:00 AM,1033.7,9.571,98.490,0.498,,,,
1962,10/27/23 05:00:00 AM,1033.6,9.472,98.480,0.498,,,,
1963,10/27/23 06:00:00 AM,1033.2,9.275,98.460,0.496,,,,
1964,10/27/23 07:00:00 AM,1033.4,9.176,98.450,0.499,,,,
1965,10/27/23 08:00:00 AM,1033.6,9.275,98.480,0.498,,,,
1966,10/27/23 09:00:00 AM,1033.9,9.472,98.520,0.497,,,,
1967,10/27/23 10:00:00 AM,1034.0,9.669,98.530,0.497,,,,
1968,10/27/23 11:00:00 AM,1034.0,9.965,98.560,0.494,,,,
1969,10/27/23 12:00:00 PM,1034.1,10.259,98.580,0.493,,,,
1970,10/27/23 01:00:00 PM,1034.7,10.455,98.550,0.502,,,,
1971,10/27/23 02:00:00 PM,1034.8,10.651,98.590,0.499,,,,
1972,10/27/23 03:00:00 PM,1034.8,10.748,98.600,0.498,,,,
1973,10/27/23 04:00:00 PM,1034.7,10.651,98.540,0.503,,,,
1974,10/27/23 05:00:00 PM,1034.5,10.357,98.580,0.497,,,,
1975,10/27/23 06:00:00 PM,1034.3,10.063,98.560,0.497,,,,
1976,10/27/23 07:00:00 PM,1034.3,9.965,98.570,0.496,,,,
1977,10/27/23 08:00:00 PM,1034.2,9.866,98.600,0.492,,,,
1978,10/27/23 09:00:00 PM,1034.5,9.768,98.580,0.496,,,,
1979,10/27/23 10:00:00 PM,1034.1,9.669,98.640,0.487,,,,
1980,10/27/23 11:00:00 PM,1034.2,9.472,98.610,0.490,,,,
1981,10/28/23 12:00:00 AM,1033.9,9.472,98.600,0.489,,,,
1982,10/28/23 01:00:00 AM,1033.4,9.472,98.580,0.486,,,,
1983,10/28/23 02:00:00 AM,1032.6,9.472,98.500,0.486,,,,
1984,10/28/23 03:00:00 AM,1032.1,9.472,98.490,0.482,,,,
1985,10/28/23 04:00:00 AM,1031.5,9.373,98.430,0.481,,,,
1986,10/28/23 05:00:00 AM,1031.6,9.275,98.390,0.486,,,,
1987,10/28/23 06:00:00 AM,1031.7,9.275,98.390,0.488,,,,
1988,10/28/23 07:00:00 AM,1031.8,9.373,98.410,0.486,,,,
1989,10/28/23 08:00:00 AM,1032.3,9.373,98.430,0.490,,,,
1990,10/28/23 09:00:00 AM,1033.1,9.472,98.480,0.493,,,,
1991,10/28/23 10:00:00 AM,1033.4,9.669,98.540,0.490,,,,
1992,10/28/23 11:00:00 AM,1033.2,9.965,98.580,0.483,,,,
1993,10/28/23 12:00:00 PM,1033.1,10.357,98.580,0.483,,,,
1994,10/28/23 01:00:00 PM,1033.5,10.748,98.590,0.486,,,,
1995,10/28/23 02:00:00 PM,1033.1,10.944,98.520,0.488,,,,
1996,10/28/23 03:00:00 PM,1032.5,10.944,,,,,,
1997,10/28/23 04:00:00 PM,1031.8,10.748,,,,,,
1998,10/28/23 05:00:00 PM,1031.0,10.553,,,,,,
1999,10/28/23 06:00:00 PM,1030.3,10.553,,,,,,
2000,10/28/23 07:00:00 PM,1028.7,10.651,,,,,,
2001,10/28/23 08:00:00 PM,1027.9,10.651,,,,,,
2002,10/28/23 09:00:00 PM,1027.0,10.748,,,,,,
2003,10/28/23 10:00:00 PM,1026.3,10.846,,,,,,
2004,10/28/23 11:00:00 PM,1026.2,10.944,,,,,,
2005,10/29/23 12:00:00 AM,1026.2,10.944,,,,,,
2006,10/29/23 01:00:00 AM,1027.2,10.944,,,,,,
2007,10/29/23 02:00:00 AM,1041.0,11.041,,,,,,
2008,10/29/23 03:00:00 AM,1048.8,11.334,,,,,,
2009,10/29/23 04:00:00 AM,1057.2,11.528,,,,,,
2010,10/29/23 05:00:00 AM,1056.5,11.431,,,,,,
2011,10/29/23 06:00:00 AM,1055.4,11.334,,,,,,
2012,10/29/23 07:00:00 AM,1055.0,11.236,,,,,,
2013,10/29/23 08:00:00 AM,1055.2,11.139,,,,,,
2014,10/29/23 09:00:00 AM,1055.9,11.139,,,,,,
2015,10/29/23 10:00:00 AM,1054.1,11.139,,,,,,
2016,10/29/23 11:00:00 AM,1053.5,11.334,,,,,,
2017,10/29/23 12:00:00 PM,1052.9,11.431,,,,,,
2018,10/29/23 01:00:00 PM,1052.3,11.431,,,,,,
2019,10/29/23 02:00:00 PM,1053.2,11.334,,,,,,
2020,10/29/23 03:00:00 PM,1051.9,11.431,,,,,,
2021,10/29/23 04:00:00 PM,1051.5,11.334,,,,,,
2022,10/29/23 05:00:00 PM,1055.5,11.236,,,,,,
2023,10/29/23 06:00:00 PM,1056.7,11.236,,,,,,
2024,10/29/23 07:00:00 PM,1055.8,11.139,,,,,,
2025,10/29/23 08:00:00 PM,1055.4,11.041,,,,,,
2026,10/29/23 09:00:00 PM,1055.9,10.944,,,,,,
2027,10/29/23 10:00:00 PM,1056.8,10.846,,,,,,
2028,10/29/23 11:00:00 PM,1056.7,10.748,,,,,,
2029,10/30/23 12:00:00 AM,1056.1,10.748,,,,,,
2030,10/30/23 01:00:00 AM,1055.2,10.651,,,,,,
2031,10/30/23 02:00:00 AM,1055.7,10.651,,,,,,
2032,10/30/23 03:00:00 AM,1054.5,10.651,,,,,,
2033,10/30/23 04:00:00 AM,1053.1,10.553,,,,,,
2034,10/30/23 05:00:00 AM,1053.6,10.553,,,,,,
2035,10/30/23 06:00:00 AM,1053.4,10.553,,,,,,
2036,10/30/23 07:00:00 AM,1052.9,10.553,,,,,,
2037,10/30/23 08:00:00 AM,1053.1,10.553,,,,,,
2038,10/30/23 09:00:00 AM,1053.2,10.651,,,,,,
2039,10/30/23 10:00:00 AM,1052.9,10.748,,,,,,
2040,10/30/23 11:00:00 AM,1052.5,10.944,,,,,,
2041,10/30/23 12:00:00 PM,1051.8,11.139,,,,,,
2042,10/30/23 01:00:00 PM,1051.0,11.334,,,,,,
2043,10/30/23 02:00:00 PM,1050.7,11.528,,,,,,
2044,10/30/23 03:00:00 PM,1050.0,11.528,,,,,,
2045,10/30/23 04:00:00 PM,1049.2,11.528,,,,,,
2046,10/30/23 05:00:00 PM,1049.3,11.431,,,,,,
2047,10/30/23 06:00:00 PM,1049.6,11.431,,,,,,
2048,10/30/23 07:00:00 PM,1049.6,11.334,,,,,,
2049,10/30/23 08:00:00 PM,1049.9,11.236,,,,,,
2050,10/30/23 09:00:00 PM,1049.4,11.139,,,,,,
2051,10/30/23 10:00:00 PM,1049.3,10.944,,,,,,
2052,10/30/23 11:00:00 PM,1049.7,10.748,,,,,,
2053,10/31/23 12:00:00 AM,1050.1,10.553,,,,,,
2054,10/31/23 01:00:00 AM,1049.9,10.455,,,,,,
2055,10/31/23 02:00:00 AM,1049.8,10.259,,,,,,
2056,10/31/23 03:00:00 AM,1049.7,10.063,,,,,,
2057,10/31/23 04:00:00 AM,1049.6,9.965,,,,,,
2058,10/31/23 05:00:00 AM,1049.4,9.768,,,,,,
2059,10/31/23 06:00:00 AM,1049.6,9.571,,,,,,
2060,10/31/23 07:00:00 AM,1049.6,9.472,,,,,,
2061,10/31/23 08:00:00 AM,1049.9,9.472,,,,,,
2062,10/31/23 09:00:00 AM,1050.2,9.669,,,,,,
2063,10/31/23 10:00:00 AM,1050.0,9.768,,,,,,
2064,10/31/23 11:00:00 AM,1050.0,10.063,,,,,,
2065,10/31/23 12:00:00 PM,1049.9,10.259,,,,,,
2066,10/31/23 01:00:00 PM,1049.8,10.455,,,,,,
2067,10/31/23 02:00:00 PM,1049.8,10.651,,,,,,
2068,10/31/23 03:00:00 PM,1050.0,10.748,,,,,,
2069,10/31/23 04:00:00 PM,1049.8,10.748,,,,,,
2070,10/31/23 05:00:00 PM,1050.2,10.748,,,,,,
2071,10/31/23 06:00:00 PM,1050.0,10.651,,,,,,
2072,10/31/23 07:00:00 PM,1049.5,10.553,,,,,,
2073,10/31/23 08:00:00 PM,1049.4,10.455,,,,,,
2074,10/31/23 09:00:00 PM,1049.2,10.455,,,,,,
2075,10/31/23 10:00:00 PM,1048.6,10.455,,,,,,
2076,10/31/23 11:00:00 PM,1048.0,10.455,,,,,,
2077,11/01/23 12:00:00 AM,1047.4,10.455,,,,,,
2078,11/01/23 01:00:00 AM,1046.5,10.455,,,,,,
2079,11/01/23 02:00:00 AM,1045.5,10.553,,,,,,
2080,11/01/23 03:00:00 AM,1044.1,10.553,,,,,,
2081,11/01/23 04:00:00 AM,1043.0,10.651,,,,,,
2082,11/01/23 05:00:00 AM,1041.9,10.748,,,,,,
2083,11/01/23 06:00:00 AM,1040.7,10.748,,,,,,
2084,11/01/23 07:00:00 AM,1040.1,10.748,,,,,,
2085,11/01/23 08:00:00 AM,1039.2,10.846,,,,,,
2086,11/01/23 09:00:00 AM,1039.1,11.041,,,,,,
2087,11/01/23 10:00:00 AM,1039.2,11.236,,,,,,
2088,11/01/23 11:00:00 AM,1039.3,11.431,,,,,,
2089,11/01/23 12:00:00 PM,1038.2,11.528,,,,,,
2090,11/01/23 01:00:00 PM,1038.4,11.625,,,,,,
2091,11/01/23 02:00:00 PM,1037.6,11.528,,,,,,
2092,11/01/23 03:00:00 PM,1037.7,11.528,,,,,,
2093,11/01/23 04:00:00 PM,1039.5,11.431,,,,,,
2094,11/01/23 05:00:00 PM,1045.6,11.236,,,,,,
2095,11/01/23 06:00:00 PM,1050.8,11.236,,,,,,
2096,11/01/23 07:00:00 PM,1052.7,11.236,,,,,,
2097,11/01/23 08:00:00 PM,1050.8,11.139,,,,,,
2098,11/01/23 09:00:00 PM,1050.0,11.041,,,,,,
2099,11/01/23 10:00:00 PM,1048.1,10.944,,,,,,
2100,11/01/23 11:00:00 PM,1044.1,10.944,,,,,,
2101,11/02/23 12:00:00 AM,1042.7,10.846,,,,,,
2102,11/02/23 01:00:00 AM,1039.2,10.846,,,,,,
2103,11/02/23 02:00:00 AM,1035.3,10.846,,,,,,
2104,11/02/23 03:00:00 AM,1034.5,10.846,,,,,,
2105,11/02/23 04:00:00 AM,1033.1,10.846,,,,,,
2106,11/02/23 05:00:00 AM,1031.1,10.944,,,,,,
2107,11/02/23 06:00:00 AM,1038.9,10.944,,,,,,
2108,11/02/23 07:00:00 AM,1055.4,10.944,,,,,,
2109,11/02/23 08:00:00 AM,1078.2,10.846,,,,,,
2110,11/02/23 09:00:00 AM,1089.7,10.846,,,,,,
2111,11/02/23 10:00:00 AM,1088.0,10.846,,,,,,
2112,11/02/23 11:00:00 AM,1094.4,10.944,,,,,,
2113,11/02/23 12:00:00 PM,1107.2,11.041,,,,,,
2114,11/02/23 01:00:00 PM,1105.8,11.041,,,,,,
2115,11/02/23 02:00:00 PM,1109.7,11.139,,,,,,
2116,11/02/23 03:00:00 PM,1103.8,11.139,,,,,,
2117,11/02/23 04:00:00 PM,1094.8,11.139,,,,,,
2118,11/02/23 05:00:00 PM,1097.1,11.139,,,,,,
2119,11/02/23 06:00:00 PM,1092.7,11.041,,,,,,
2120,11/02/23 07:00:00 PM,1089.6,11.041,,,,,,
2121,11/02/23 08:00:00 PM,1086.3,10.944,,,,,,
2122,11/02/23 09:00:00 PM,1088.3,10.846,,,,,,
2123,11/02/23 10:00:00 PM,1092.0,10.748,,,,,,
2124,11/02/23 11:00:00 PM,1093.2,10.651,,,,,,
2125,11/03/23 12:00:00 AM,1090.7,10.651,,,,,,
2126,11/03/23 01:00:00 AM,1096.3,10.651,,,,,,
2127,11/03/23 02:00:00 AM,1093.0,10.651,,,,,,
2128,11/03/23 03:00:00 AM,1085.3,10.651,,,,,,
2129,11/03/23 04:00:00 AM,1081.0,10.553,,,,,,
2130,11/03/23 05:00:00 AM,1082.0,10.553,,,,,,
2131,11/03/23 06:00:00 AM,1075.3,10.455,,,,,,
2132,11/03/23 07:00:00 AM,1076.7,10.455,,,,,,
2133,11/03/23 08:00:00 AM,1072.2,10.455,,,,,,
2134,11/03/23 09:00:00 AM,1070.1,10.455,,,,,,
2135,11/03/23 10:00:00 AM,1068.3,10.455,,,,,,
2136,11/03/23 11:00:00 AM,1066.9,10.553,,,,,,
2137,11/03/23 12:00:00 PM,1065.7,10.748,,,,,,
2138,11/03/23 01:00:00 PM,1062.3,10.846,,,,,,
2139,11/03/23 02:00:00 PM,1060.4,10.846,,,,,,
2140,11/03/23 03:00:00 PM,1059.2,10.944,,,,,,
2141,11/03/23 04:00:00 PM,1058.5,10.944,,,,,,
2142,11/03/23 05:00:00 PM,1058.5,10.846,,,,,,
2143,11/03/23 06:00:00 PM,1057.1,10.748,,,,,,
2144,11/03/23 07:00:00 PM,1056.2,10.748,,,,,,
2145,11/03/23 08:00:00 PM,1054.3,10.651,,,,,,
2146,11/03/23 09:00:00 PM,1054.8,10.553,,,,,,
2147,11/03/23 10:00:00 PM,1052.9,10.553,,,,,,
2148,11/03/23 11:00:00 PM,1051.8,10.455,,,,,,
2149,11/04/23 12:00:00 AM,1049.9,10.357,,,,,,
2150,11/04/23 01:00:00 AM,1049.4,10.259,,,,,,
2151,11/04/23 02:00:00 AM,1046.9,10.259,,,,,,
2152,11/04/23 03:00:00 AM,1046.2,10.161,,,,,,
2153,11/04/23 04:00:00 AM,1045.1,10.063,,,,,,
2154,11/04/23 05:00:00 AM,1042.5,9.965,,,,,,
2155,11/04/23 06:00:00 AM,1041.7,9.866,,,,,,
2156,11/04/23 07:00:00 AM,1039.8,9.768,,,,,,
2157,11/04/23 08:00:00 AM,1037.8,9.768,,,,,,
2158,11/04/23 09:00:00 AM,1037.0,9.866,,,,,,
2159,11/04/23 10:00:00 AM,1034.1,9.866,,,,,,
2160,11/04/23 11:00:00 AM,1031.7,9.965,,,,,,
2161,11/04/23 12:00:00 PM,1029.3,10.063,,,,,,
2162,11/04/23 01:00:00 PM,1027.7,10.161,,,,,,
2163,11/04/23 02:00:00 PM,1029.0,10.357,,,,,,
2164,11/04/23 03:00:00 PM,1029.2,10.455,,,,,,
2165,11/04/23 04:00:00 PM,1028.9,10.553,,,,,,
2166,11/04/23 05:00:00 PM,1029.9,10.553,,,,,,
2167,11/04/23 06:00:00 PM,1029.7,10.455,,,,,,
2168,11/04/23 07:00:00 PM,1028.8,10.357,,,,,,
2169,11/04/23 08:00:00 PM,1028.5,10.357,,,,,,
2170,11/04/23 09:00:00 PM,1029.0,10.259,,,,,,
2171,11/04/23 10:00:00 PM,1029.0,10.259,,,,,,
