"Plot Title: RLCP HOBO U20L_01"
"#","Date Time, GMT+00:00","Abs Pres, mbar (LGR S/N: 21571440, SEN S/N: 21571440)","Temp, °C (LGR S/N: 21571440, SEN S/N: 21571440)","Pressure Barom., kPa (LGR S/N: )","Sensor Depth, meters (LGR S/N: 21571440)","Coupler Detached (LGR S/N: 21571440)","Coupler Attached (LGR S/N: 21571440)","Stopped (LGR S/N: 21571440)","End Of File (LGR S/N: 21571440)"
1439,10/05/23 10:00:00 AM,1056.3,12.883,101.930,0.377,,,,
1440,10/05/23 11:00:00 AM,1056.4,12.980,101.950,0.376,,,,
1441,10/05/23 12:00:00 PM,1056.6,13.076,101.900,0.383,,,,
1442,10/05/23 01:00:00 PM,1056.8,13.173,101.890,0.386,,,,
1443,10/05/23 02:00:00 PM,1056.4,13.173,101.840,0.388,,,,
1444,10/05/23 03:00:00 PM,1056.0,13.269,101.790,0.389,,,,
1445,10/05/23 04:00:00 PM,1055.6,13.269,101.780,0.385,,,,
1446,10/05/23 05:00:00 PM,1055.0,13.269,101.790,0.379,,,,
1447,10/05/23 06:00:00 PM,1055.3,13.365,101.790,0.382,,,,
1448,10/05/23 07:00:00 PM,1054.9,13.365,101.780,0.379,,,,
1449,10/05/23 08:00:00 PM,1054.9,13.461,101.770,0.380,,,,
1450,10/05/23 09:00:00 PM,1054.6,13.461,101.790,0.374,,,,
1451,10/05/23 10:00:00 PM,1054.1,13.461,101.780,0.371,,,,
1452,10/05/23 11:00:00 PM,1053.7,13.461,101.760,0.369,,,,
1453,10/06/23 12:00:00 AM,1053.3,13.461,101.730,0.367,,,,
1454,10/06/23 01:00:00 AM,1052.9,13.558,101.710,0.366,,,,
1455,10/06/23 02:00:00 AM,1052.3,13.558,101.680,0.362,,,,
1456,10/06/23 03:00:00 AM,1052.0,13.558,101.660,0.361,,,,
1457,10/06/23 04:00:00 AM,1053.4,13.558,101.620,0.379,,,,
1458,10/06/23 05:00:00 AM,1053.6,13.558,101.620,0.382,,,,
1459,10/06/23 06:00:00 AM,1053.2,13.558,101.570,0.382,,,,
1460,10/06/23 07:00:00 AM,1053.3,13.461,101.570,0.383,,,,
1461,10/06/23 08:00:00 AM,1053.6,13.461,101.610,0.383,,,,
1462,10/06/23 09:00:00 AM,1053.8,13.461,101.710,0.375,,,,
1463,10/06/23 10:00:00 AM,1053.8,13.558,101.680,0.378,,,,
1464,10/06/23 11:00:00 AM,1053.5,13.558,101.690,0.373,,,,
1465,10/06/23 12:00:00 PM,1053.5,13.558,101.640,0.378,,,,
1466,10/06/23 01:00:00 PM,1052.8,13.750,101.660,0.369,,,,
1467,10/06/23 02:00:00 PM,1053.3,13.846,101.570,0.384,,,,
1468,10/06/23 03:00:00 PM,1053.9,13.942,101.530,0.393,,,,
1469,10/06/23 04:00:00 PM,1053.4,13.846,101.580,0.384,,,,
1470,10/06/23 05:00:00 PM,1053.8,13.846,101.580,0.387,,,,
1471,10/06/23 06:00:00 PM,1053.3,13.846,101.610,0.380,,,,
1472,10/06/23 07:00:00 PM,1053.5,13.846,101.610,0.382,,,,
1473,10/06/23 08:00:00 PM,1053.9,13.942,101.630,0.383,,,,
1474,10/06/23 09:00:00 PM,1053.7,13.942,101.680,0.377,,,,
1475,10/06/23 10:00:00 PM,1053.9,13.942,101.700,0.376,,,,
1476,10/06/23 11:00:00 PM,1053.4,13.942,101.710,0.371,,,,
1477,10/07/23 12:00:00 AM,1053.1,13.942,101.700,0.368,,,,
1478,10/07/23 01:00:00 AM,1052.7,14.038,101.680,0.366,,,,
1479,10/07/23 02:00:00 AM,1051.8,14.038,101.660,0.359,,,,
1480,10/07/23 03:00:00 AM,1051.4,14.038,101.560,0.365,,,,
1481,10/07/23 04:00:00 AM,1051.1,14.038,101.560,0.363,,,,
1482,10/07/23 05:00:00 AM,1050.9,14.134,101.550,0.361,,,,
1483,10/07/23 06:00:00 AM,1051.2,14.134,101.540,0.366,,,,
1484,10/07/23 07:00:00 AM,1053.3,14.134,101.590,0.382,,,,
1485,10/07/23 08:00:00 AM,1053.6,14.134,101.600,0.384,,,,
1486,10/07/23 09:00:00 AM,1053.8,14.134,101.580,0.388,,,,
1487,10/07/23 10:00:00 AM,1053.6,14.230,101.660,0.378,,,,
1488,10/07/23 11:00:00 AM,1053.7,14.230,101.640,0.381,,,,
1489,10/07/23 12:00:00 PM,1053.1,14.325,101.650,0.374,,,,
1490,10/07/23 01:00:00 PM,1052.9,14.421,101.600,0.377,,,,
1491,10/07/23 02:00:00 PM,1052.6,14.421,101.600,0.373,,,,
1492,10/07/23 03:00:00 PM,1053.0,14.421,101.550,0.383,,,,
1493,10/07/23 04:00:00 PM,1053.8,14.421,101.610,0.385,,,,
1494,10/07/23 05:00:00 PM,1054.1,14.421,101.650,0.384,,,,
1495,10/07/23 06:00:00 PM,1054.6,14.421,101.660,0.388,,,,
1496,10/07/23 07:00:00 PM,1054.4,14.421,101.730,0.379,,,,
1497,10/07/23 08:00:00 PM,1054.7,14.421,101.740,0.381,,,,
1498,10/07/23 09:00:00 PM,1054.9,14.421,101.790,0.377,,,,
1499,10/07/23 10:00:00 PM,1055.0,14.421,101.840,0.373,,,,
1500,10/07/23 11:00:00 PM,1054.6,14.421,101.840,0.370,,,,
1501,10/08/23 12:00:00 AM,1054.9,14.421,101.850,0.371,,,,
1502,10/08/23 01:00:00 AM,1055.1,14.421,101.860,0.372,,,,
1503,10/08/23 02:00:00 AM,1054.9,14.517,101.870,0.370,,,,
1504,10/08/23 03:00:00 AM,1055.3,14.517,101.890,0.371,,,,
1505,10/08/23 04:00:00 AM,1055.3,14.421,101.930,0.367,,,,
1506,10/08/23 05:00:00 AM,1054.9,14.325,101.950,0.361,,,,
1507,10/08/23 06:00:00 AM,1054.8,14.134,101.930,0.362,,,,
1508,10/08/23 07:00:00 AM,1054.9,13.942,101.940,0.363,,,,
1509,10/08/23 08:00:00 AM,1055.1,13.750,102.000,0.358,,,,
1510,10/08/23 09:00:00 AM,1055.3,13.750,101.980,0.362,,,,
1511,10/08/23 10:00:00 AM,1056.8,13.846,101.920,0.384,,,,
1512,10/08/23 11:00:00 AM,1056.8,13.942,101.950,0.380,,,,
1513,10/08/23 12:00:00 PM,1056.3,13.942,101.970,0.374,,,,
1514,10/08/23 01:00:00 PM,1055.4,14.134,101.940,0.368,,,,
1515,10/08/23 02:00:00 PM,1054.5,14.134,101.800,0.372,,,,
1516,10/08/23 03:00:00 PM,1053.6,14.230,101.770,0.366,,,,
1517,10/08/23 04:00:00 PM,1053.3,14.230,101.730,0.367,,,,
1518,10/08/23 05:00:00 PM,1053.3,14.230,101.730,0.367,,,,
1519,10/08/23 06:00:00 PM,1054.0,14.230,101.750,0.373,,,,
1520,10/08/23 07:00:00 PM,1053.8,14.230,101.740,0.372,,,,
1521,10/08/23 08:00:00 PM,1053.8,14.230,101.690,0.377,,,,
1522,10/08/23 09:00:00 PM,1053.7,14.230,101.720,0.373,,,,
1523,10/08/23 10:00:00 PM,1053.5,14.230,101.740,0.368,,,,
1524,10/08/23 11:00:00 PM,1053.1,14.325,101.700,0.369,,,,
1525,10/09/23 12:00:00 AM,1052.6,14.325,101.660,0.367,,,,
1526,10/09/23 01:00:00 AM,1052.2,14.325,101.650,0.364,,,,
1527,10/09/23 02:00:00 AM,1051.7,14.325,101.600,0.365,,,,
1528,10/09/23 03:00:00 AM,1051.1,14.325,101.570,0.361,,,,
1529,10/09/23 04:00:00 AM,1051.2,14.325,101.570,0.362,,,,
1530,10/09/23 05:00:00 AM,1051.4,14.325,101.580,0.363,,,,
1531,10/09/23 06:00:00 AM,1051.4,14.230,101.580,0.364,,,,
1532,10/09/23 07:00:00 AM,1051.2,14.038,101.600,0.360,,,,
1533,10/09/23 08:00:00 AM,1051.6,14.038,101.590,0.364,,,,
1534,10/09/23 09:00:00 AM,1051.5,14.038,101.660,0.356,,,,
1535,10/09/23 10:00:00 AM,1051.6,14.038,101.640,0.359,,,,
1536,10/09/23 11:00:00 AM,1051.4,14.134,101.670,0.355,,,,
1537,10/09/23 12:00:00 PM,1051.3,14.134,101.630,0.358,,,,
1538,10/09/23 01:00:00 PM,1053.0,14.325,101.610,0.377,,,,
1539,10/09/23 02:00:00 PM,1052.9,14.325,101.540,0.383,,,,
1540,10/09/23 03:00:00 PM,1052.6,14.421,101.550,0.379,,,,
1541,10/09/23 04:00:00 PM,1052.8,14.421,101.520,0.384,,,,
1542,10/09/23 05:00:00 PM,1053.2,14.421,101.500,0.390,,,,
1543,10/09/23 06:00:00 PM,1053.3,14.421,101.560,0.385,,,,
1544,10/09/23 07:00:00 PM,1052.7,14.421,101.590,0.376,,,,
1545,10/09/23 08:00:00 PM,1052.4,14.421,101.570,0.374,,,,
1546,10/09/23 09:00:00 PM,1052.4,14.421,101.530,0.378,,,,
1547,10/09/23 10:00:00 PM,1051.9,14.421,101.550,0.372,,,,
1548,10/09/23 11:00:00 PM,1051.4,14.421,101.520,0.370,,,,
1549,10/10/23 12:00:00 AM,1050.5,14.421,101.480,0.365,,,,
1550,10/10/23 01:00:00 AM,1050.0,14.230,101.430,0.365,,,,
1551,10/10/23 02:00:00 AM,1049.0,14.230,101.410,0.357,,,,
1552,10/10/23 03:00:00 AM,1048.7,14.230,101.340,0.361,,,,
1553,10/10/23 04:00:00 AM,1048.3,14.134,101.310,0.359,,,,
1554,10/10/23 05:00:00 AM,1049.8,14.038,101.270,0.379,,,,
1555,10/10/23 06:00:00 AM,1050.5,13.846,101.240,0.389,,,,
1556,10/10/23 07:00:00 AM,1050.1,13.750,101.240,0.385,,,,
1557,10/10/23 08:00:00 AM,1049.9,13.750,101.240,0.383,,,,
1558,10/10/23 09:00:00 AM,1049.4,13.846,101.200,0.382,,,,
1559,10/10/23 10:00:00 AM,1048.7,13.846,101.140,0.381,,,,
1560,10/10/23 11:00:00 AM,1048.0,13.846,101.080,0.380,,,,
1561,10/10/23 12:00:00 PM,1047.4,13.942,101.020,0.379,,,,
1562,10/10/23 01:00:00 PM,1046.2,14.038,101.000,0.369,,,,
1563,10/10/23 02:00:00 PM,1045.8,14.134,100.880,0.378,,,,
1564,10/10/23 03:00:00 PM,1045.4,14.230,100.880,0.373,,,,
1565,10/10/23 04:00:00 PM,1045.2,14.230,100.850,0.374,,,,
1566,10/10/23 05:00:00 PM,1044.9,14.230,100.900,0.367,,,,
1567,10/10/23 06:00:00 PM,1044.6,14.134,100.910,0.363,,,,
1568,10/10/23 07:00:00 PM,1044.4,14.230,100.920,0.359,,,,
1569,10/10/23 08:00:00 PM,1044.0,14.230,100.890,0.358,,,,
1570,10/10/23 09:00:00 PM,1043.9,14.230,100.890,0.357,,,,
1571,10/10/23 10:00:00 PM,1043.7,14.230,100.860,0.358,,,,
1572,10/10/23 11:00:00 PM,1043.0,14.230,100.850,0.352,,,,
1573,10/11/23 12:00:00 AM,1042.8,14.230,100.820,0.353,,,,
1574,10/11/23 01:00:00 AM,1042.7,14.325,100.810,0.353,,,,
1575,10/11/23 02:00:00 AM,1041.7,14.325,100.800,0.344,,,,
1576,10/11/23 03:00:00 AM,1041.2,14.325,100.740,0.346,,,,
1577,10/11/23 04:00:00 AM,1041.2,14.421,100.710,0.348,,,,
1578,10/11/23 05:00:00 AM,1041.0,14.421,100.710,0.346,,,,
1579,10/11/23 06:00:00 AM,1040.6,14.421,100.700,0.343,,,,
1580,10/11/23 07:00:00 AM,1041.0,14.421,100.680,0.349,,,,
1581,10/11/23 08:00:00 AM,1041.1,14.421,100.720,0.346,,,,
1582,10/11/23 09:00:00 AM,1040.2,14.421,100.770,0.331,,,,
1583,10/11/23 10:00:00 AM,1040.1,14.517,100.640,0.344,,,,
1584,10/11/23 11:00:00 AM,1040.2,14.517,100.660,0.343,,,,
1585,10/11/23 12:00:00 PM,1039.6,14.613,100.660,0.337,,,,
1586,10/11/23 01:00:00 PM,1039.4,14.613,100.580,0.343,,,,
1587,10/11/23 02:00:00 PM,1038.8,14.613,100.600,0.335,,,,
1588,10/11/23 03:00:00 PM,1040.7,14.613,100.520,0.362,,,,
1589,10/11/23 04:00:00 PM,1041.3,14.613,100.530,0.368,,,,
1590,10/11/23 05:00:00 PM,1042.0,14.613,100.510,0.376,,,,
1591,10/11/23 06:00:00 PM,1042.3,14.613,100.600,0.370,,,,
1592,10/11/23 07:00:00 PM,1041.8,14.613,100.620,0.364,,,,
1593,10/11/23 08:00:00 PM,1043.6,14.613,100.580,0.386,,,,
1594,10/11/23 09:00:00 PM,1044.2,14.517,100.680,0.382,,,,
1595,10/11/23 10:00:00 PM,1045.0,14.613,100.690,0.389,,,,
1596,10/11/23 11:00:00 PM,1045.0,14.613,100.720,0.386,,,,
1597,10/12/23 12:00:00 AM,1044.9,14.613,100.750,0.382,,,,
1598,10/12/23 01:00:00 AM,1045.2,14.613,100.720,0.388,,,,
1599,10/12/23 02:00:00 AM,1044.7,14.613,100.770,0.377,,,,
1600,10/12/23 03:00:00 AM,1044.9,14.709,100.770,0.379,,,,
1601,10/12/23 04:00:00 AM,1045.0,14.613,100.780,0.380,,,,
1602,10/12/23 05:00:00 AM,1045.1,14.517,100.720,0.387,,,,
1603,10/12/23 06:00:00 AM,1044.7,14.421,100.780,0.377,,,,
1604,10/12/23 07:00:00 AM,1045.4,14.325,100.700,0.392,,,,
1605,10/12/23 08:00:00 AM,1046.9,14.230,100.790,0.398,,,,
1606,10/12/23 09:00:00 AM,1047.5,14.134,100.770,0.407,,,,
1607,10/12/23 10:00:00 AM,1047.5,14.038,100.770,0.406,,,,
1608,10/12/23 11:00:00 AM,1050.2,14.134,100.930,0.417,,,,
1609,10/12/23 12:00:00 PM,1050.6,14.230,100.850,0.429,,,,
1610,10/12/23 01:00:00 PM,1054.0,14.325,100.740,0.476,,,,
1611,10/12/23 02:00:00 PM,1058.9,14.134,100.710,0.529,,,,
1612,10/12/23 03:00:00 PM,1059.0,14.038,100.740,0.527,,,,
1613,10/12/23 04:00:00 PM,1057.9,14.038,100.740,0.516,,,,
1614,10/12/23 05:00:00 PM,1056.7,14.038,100.700,0.507,,,,
1615,10/12/23 06:00:00 PM,1055.7,14.038,100.710,0.496,,,,
1616,10/12/23 07:00:00 PM,1054.2,13.942,100.700,0.482,,,,
1617,10/12/23 08:00:00 PM,1053.5,14.038,100.670,0.478,,,,
1618,10/12/23 09:00:00 PM,1052.3,13.942,100.630,0.470,,,,
1619,10/12/23 10:00:00 PM,1051.2,14.038,100.600,0.462,,,,
1620,10/12/23 11:00:00 PM,1049.7,14.038,100.500,0.457,,,,
1621,10/13/23 12:00:00 AM,1048.2,14.038,100.390,0.452,,,,
1622,10/13/23 01:00:00 AM,1046.7,14.038,100.350,0.441,,,,
1623,10/13/23 02:00:00 AM,1044.9,14.038,100.330,0.424,,,,
1624,10/13/23 03:00:00 AM,1044.0,14.134,100.010,0.448,,,,
1625,10/13/23 04:00:00 AM,1042.0,14.134,99.970,0.432,,,,
1626,10/13/23 05:00:00 AM,1040.3,14.134,99.860,0.426,,,,
1627,10/13/23 06:00:00 AM,1040.1,14.230,99.740,0.436,,,,
1628,10/13/23 07:00:00 AM,1046.4,14.230,99.630,0.511,,,,
1629,10/13/23 08:00:00 AM,1049.8,14.517,99.350,0.574,,,,
1630,10/13/23 09:00:00 AM,1049.0,14.709,99.390,0.562,,,,
1631,10/13/23 10:00:00 AM,1048.3,14.804,99.380,0.556,,,,
1632,10/13/23 11:00:00 AM,1047.2,14.996,99.460,0.537,,,,
1633,10/13/23 12:00:00 PM,1045.9,14.996,99.780,0.491,,,,
1634,10/13/23 01:00:00 PM,1044.8,14.996,99.300,0.529,,,,
1635,10/13/23 02:00:00 PM,1043.9,15.187,99.260,0.524,,,,
1636,10/13/23 03:00:00 PM,1043.1,15.378,99.260,0.516,,,,
1637,10/13/23 04:00:00 PM,1042.1,15.569,99.170,0.515,,,,
1638,10/13/23 05:00:00 PM,1042.9,15.569,99.200,0.519,,,,
1639,10/13/23 06:00:00 PM,1044.3,15.569,99.360,0.517,,,,
1640,10/13/23 07:00:00 PM,1045.4,15.473,99.520,0.512,,,,
1641,10/13/23 08:00:00 PM,1045.8,15.378,99.660,0.502,,,,
1642,10/13/23 09:00:00 PM,1046.9,15.187,99.740,0.506,,,,
1643,10/13/23 10:00:00 PM,1048.4,14.900,99.850,0.509,,,,
1644,10/13/23 11:00:00 PM,1056.4,14.613,99.980,0.578,,,,
1645,10/14/23 12:00:00 AM,1059.3,14.325,100.080,0.597,,,,
1646,10/14/23 01:00:00 AM,1058.8,14.038,100.220,0.578,,,,
1647,10/14/23 02:00:00 AM,1058.8,13.846,100.340,0.566,,,,
1648,10/14/23 03:00:00 AM,1058.4,13.558,100.460,0.550,,,,
1649,10/14/23 04:00:00 AM,1058.6,13.365,100.530,0.544,,,,
1650,10/14/23 05:00:00 AM,1058.4,13.173,100.610,0.534,,,,
1651,10/14/23 06:00:00 AM,1058.5,12.980,100.690,0.527,,,,
1652,10/14/23 07:00:00 AM,1058.9,12.690,100.760,0.523,,,,
1653,10/14/23 08:00:00 AM,1058.7,12.497,100.900,0.507,,,,
1654,10/14/23 09:00:00 AM,1058.9,12.401,100.970,0.502,,,,
1655,10/14/23 10:00:00 AM,1059.3,12.497,101.050,0.498,,,,
1656,10/14/23 11:00:00 AM,1059.3,12.594,101.070,0.496,,,,
1657,10/14/23 12:00:00 PM,1059.5,12.690,101.180,0.487,,,,
1658,10/14/23 01:00:00 PM,1059.6,12.787,101.200,0.486,,,,
1659,10/14/23 02:00:00 PM,1059.8,12.883,101.150,0.493,,,,
1660,10/14/23 03:00:00 PM,1060.1,12.787,101.280,0.482,,,,
1661,10/14/23 04:00:00 PM,1059.7,12.594,101.260,0.480,,,,
1662,10/14/23 05:00:00 PM,1059.8,12.401,101.340,0.473,,,,
1663,10/14/23 06:00:00 PM,1060.1,12.207,101.420,0.469,,,,
1664,10/14/23 07:00:00 PM,1060.0,12.013,101.430,0.467,,,,
1665,10/14/23 08:00:00 PM,1059.8,11.916,101.470,0.461,,,,
1666,10/14/23 09:00:00 PM,1060.4,11.722,101.540,0.459,,,,
1667,10/14/23 10:00:00 PM,1060.4,11.625,101.570,0.456,,,,
1668,10/14/23 11:00:00 PM,1060.5,11.528,101.620,0.452,,,,
1669,10/15/23 12:00:00 AM,1060.8,11.334,101.630,0.454,,,,
1670,10/15/23 01:00:00 AM,1061.0,11.236,101.650,0.454,,,,
1671,10/15/23 02:00:00 AM,1061.2,11.041,101.680,0.453,,,,
1672,10/15/23 03:00:00 AM,1061.7,10.846,101.690,0.457,,,,
1673,10/15/23 04:00:00 AM,1061.6,10.748,101.770,0.447,,,,
1674,10/15/23 05:00:00 AM,1061.6,10.553,101.770,0.448,,,,
1675,10/15/23 06:00:00 AM,1061.4,10.357,101.810,0.441,,,,
1676,10/15/23 07:00:00 AM,1061.8,10.259,101.810,0.446,,,,
1677,10/15/23 08:00:00 AM,1062.4,10.063,101.900,0.442,,,,
1678,10/15/23 09:00:00 AM,1062.2,9.965,101.980,0.432,,,,
1679,10/15/23 10:00:00 AM,1062.9,9.965,101.980,0.440,,,,
1680,10/15/23 11:00:00 AM,1063.4,10.063,102.070,0.436,,,,
1681,10/15/23 12:00:00 PM,1062.9,10.259,102.110,0.426,,,,
1682,10/15/23 01:00:00 PM,1062.6,10.651,102.140,0.421,,,,
1683,10/15/23 02:00:00 PM,1062.8,10.846,102.030,0.434,,,,
1684,10/15/23 03:00:00 PM,1062.7,10.846,102.020,0.434,,,,
1685,10/15/23 04:00:00 PM,1062.6,10.651,101.990,0.436,,,,
1686,10/15/23 05:00:00 PM,1062.9,10.455,102.060,0.431,,,,
1687,10/15/23 06:00:00 PM,1063.3,10.161,102.130,0.429,,,,
1688,10/15/23 07:00:00 PM,1063.0,9.866,102.110,0.428,,,,
1689,10/15/23 08:00:00 PM,1062.8,9.571,102.090,0.428,,,,
1690,10/15/23 09:00:00 PM,1062.8,9.373,102.100,0.427,,,,
1691,10/15/23 10:00:00 PM,1062.1,9.275,102.080,0.421,,,,
1692,10/15/23 11:00:00 PM,1061.4,8.978,102.050,0.418,,,,
1693,10/16/23 12:00:00 AM,1061.2,8.879,102.010,0.419,,,,
1694,10/16/23 01:00:00 AM,1061.0,8.779,101.990,0.419,,,,
1695,10/16/23 02:00:00 AM,1060.7,8.581,101.990,0.416,,,,
1696,10/16/23 03:00:00 AM,1060.2,8.481,101.980,0.412,,,,
1697,10/16/23 04:00:00 AM,1060.2,8.382,101.930,0.417,,,,
1698,10/16/23 05:00:00 AM,1059.7,8.182,101.870,0.419,,,,
1699,10/16/23 06:00:00 AM,1059.3,8.082,101.850,0.416,,,,
1700,10/16/23 07:00:00 AM,1059.1,7.882,101.820,0.417,,,,
1701,10/16/23 08:00:00 AM,1059.2,7.882,101.840,0.416,,,,
1702,10/16/23 09:00:00 AM,1058.8,7.882,101.870,0.409,,,,
1703,10/16/23 10:00:00 AM,1058.4,8.082,101.850,0.407,,,,
1704,10/16/23 11:00:00 AM,1058.1,8.382,101.820,0.407,,,,
1705,10/16/23 12:00:00 PM,1057.1,8.680,101.790,0.400,,,,
1706,10/16/23 01:00:00 PM,1056.6,8.978,101.710,0.403,,,,
1707,10/16/23 02:00:00 PM,1056.2,9.275,101.700,0.400,,,,
1708,10/16/23 03:00:00 PM,1055.8,9.373,101.660,0.400,,,,
1709,10/16/23 04:00:00 PM,1055.7,9.571,101.600,0.405,,,,
1710,10/16/23 05:00:00 PM,1055.5,9.472,101.570,0.406,,,,
1711,10/16/23 06:00:00 PM,1056.0,9.472,101.550,0.413,,,,
1712,10/16/23 07:00:00 PM,1056.0,9.472,101.550,0.413,,,,
1713,10/16/23 08:00:00 PM,1056.1,9.373,101.540,0.416,,,,
1714,10/16/23 09:00:00 PM,1056.5,9.373,101.530,0.420,,,,
1715,10/16/23 10:00:00 PM,1056.0,9.373,101.540,0.414,,,,
1716,10/16/23 11:00:00 PM,1055.3,9.373,101.510,0.410,,,,
1717,10/17/23 12:00:00 AM,1054.7,9.373,101.470,0.408,,,,
1718,10/17/23 01:00:00 AM,1054.2,9.472,101.470,0.403,,,,
1719,10/17/23 02:00:00 AM,1053.4,9.373,101.400,0.402,,,,
1720,10/17/23 03:00:00 AM,1053.1,9.373,101.360,0.403,,,,
1721,10/17/23 04:00:00 AM,1052.8,9.275,101.350,0.401,,,,
1722,10/17/23 05:00:00 AM,1052.6,9.275,101.310,0.403,,,,
1723,10/17/23 06:00:00 AM,1052.7,9.176,101.260,0.409,,,,
1724,10/17/23 07:00:00 AM,1053.0,8.978,101.250,0.413,,,,
1725,10/17/23 08:00:00 AM,1053.0,8.879,101.270,0.411,,,,
1726,10/17/23 09:00:00 AM,1052.9,8.978,101.310,0.406,,,,
1727,10/17/23 10:00:00 AM,1052.5,9.176,101.300,0.403,,,,
1728,10/17/23 11:00:00 AM,1052.4,9.472,101.250,0.407,,,,
1729,10/17/23 12:00:00 PM,1051.5,9.669,101.240,0.399,,,,
1730,10/17/23 01:00:00 PM,1050.5,9.965,101.160,0.397,,,,
1731,10/17/23 02:00:00 PM,1049.5,10.259,101.030,0.400,,,,
1732,10/17/23 03:00:00 PM,1049.1,10.553,100.970,0.402,,,,
1733,10/17/23 04:00:00 PM,1048.3,10.553,100.930,0.398,,,,
1734,10/17/23 05:00:00 PM,1047.9,10.455,100.920,0.395,,,,
1735,10/17/23 06:00:00 PM,1048.0,10.357,100.930,0.395,,,,
1736,10/17/23 07:00:00 PM,1047.9,10.161,100.840,0.403,,,,
1737,10/17/23 08:00:00 PM,1047.8,10.063,100.810,0.405,,,,
1738,10/17/23 09:00:00 PM,1046.7,9.965,100.740,0.401,,,,
1739,10/17/23 10:00:00 PM,1045.9,9.866,100.660,0.401,,,,
1740,10/17/23 11:00:00 PM,1045.3,9.866,100.600,0.401,,,,
1741,10/18/23 12:00:00 AM,1044.4,9.866,100.560,0.395,,,,
1742,10/18/23 01:00:00 AM,1043.4,9.866,100.470,0.395,,,,
1743,10/18/23 02:00:00 AM,1042.1,9.866,100.380,0.391,,,,
1744,10/18/23 03:00:00 AM,1041.0,9.866,100.290,0.389,,,,
1745,10/18/23 04:00:00 AM,1040.0,9.866,100.200,0.388,,,,
1746,10/18/23 05:00:00 AM,1039.4,9.965,100.110,0.391,,,,
1747,10/18/23 06:00:00 AM,1038.3,9.965,100.020,0.389,,,,
1748,10/18/23 07:00:00 AM,1037.8,9.965,99.920,0.394,,,,
1749,10/18/23 08:00:00 AM,1037.6,10.063,99.850,0.398,,,,
1750,10/18/23 09:00:00 AM,1036.9,10.161,99.770,0.400,,,,
1751,10/18/23 10:00:00 AM,1035.7,10.357,99.710,0.394,,,,
1752,10/18/23 11:00:00 AM,1034.5,10.455,99.600,0.393,,,,
1753,10/18/23 12:00:00 PM,1032.8,10.651,99.450,0.390,,,,
1754,10/18/23 01:00:00 PM,1031.0,10.748,99.300,0.388,,,,
1755,10/18/23 02:00:00 PM,1029.5,10.944,99.150,0.388,,,,
1756,10/18/23 03:00:00 PM,1027.9,11.041,99.010,0.385,,,,
1757,10/18/23 04:00:00 PM,1026.2,11.139,98.880,0.382,,,,
1758,10/18/23 05:00:00 PM,1024.6,11.236,98.740,0.380,,,,
1759,10/18/23 06:00:00 PM,1022.9,11.334,98.590,0.377,,,,
1760,10/18/23 07:00:00 PM,1021.9,11.334,98.430,0.384,,,,
1761,10/18/23 08:00:00 PM,1022.1,11.528,98.270,0.402,,,,
1762,10/18/23 09:00:00 PM,1020.9,11.528,98.100,0.407,,,,
1763,10/18/23 10:00:00 PM,1021.1,11.528,97.940,0.426,,,,
1764,10/18/23 11:00:00 PM,1021.1,11.528,97.870,0.433,,,,
1765,10/19/23 12:00:00 AM,1021.6,11.528,97.930,0.431,,,,
1766,10/19/23 01:00:00 AM,1026.0,11.625,98.010,0.468,,,,
1767,10/19/23 02:00:00 AM,1033.9,11.916,98.060,0.544,,,,
1768,10/19/23 03:00:00 AM,1034.9,12.110,97.890,0.571,,,,
1769,10/19/23 04:00:00 AM,1034.8,12.304,98.030,0.557,,,,
1770,10/19/23 05:00:00 AM,1034.5,12.401,98.150,0.541,,,,
1771,10/19/23 06:00:00 AM,1033.5,12.401,98.170,0.529,,,,
1772,10/19/23 07:00:00 AM,1033.0,12.497,98.400,0.500,,,,
1773,10/19/23 08:00:00 AM,1032.5,12.594,98.650,0.470,,,,
1774,10/19/23 09:00:00 AM,1032.2,12.787,98.110,0.521,,,,
1775,10/19/23 10:00:00 AM,1031.1,12.980,98.100,0.511,,,,
1776,10/19/23 11:00:00 AM,1030.9,13.173,98.090,0.510,,,,
1777,10/19/23 12:00:00 PM,1030.5,13.269,98.090,0.506,,,,
1778,10/19/23 01:00:00 PM,1029.7,13.461,98.070,0.500,,,,
1779,10/19/23 02:00:00 PM,1028.7,13.558,98.030,0.494,,,,
1780,10/19/23 03:00:00 PM,1028.1,13.654,97.950,0.496,,,,
1781,10/19/23 04:00:00 PM,1027.9,13.654,97.920,0.497,,,,
1782,10/19/23 05:00:00 PM,1027.7,13.654,97.960,0.491,,,,
1783,10/19/23 06:00:00 PM,1027.3,13.558,97.980,0.485,,,,
1784,10/19/23 07:00:00 PM,1026.5,13.558,97.960,0.478,,,,
1785,10/19/23 08:00:00 PM,1026.2,13.461,97.920,0.479,,,,
1786,10/19/23 09:00:00 PM,1025.7,13.461,97.880,0.479,,,,
1787,10/19/23 10:00:00 PM,1025.3,13.461,97.870,0.476,,,,
1788,10/19/23 11:00:00 PM,1024.5,13.461,97.820,0.473,,,,
1789,10/20/23 12:00:00 AM,1023.4,13.461,97.760,0.467,,,,
1790,10/20/23 01:00:00 AM,1023.5,13.461,97.610,0.483,,,,
1791,10/20/23 02:00:00 AM,1023.2,13.558,97.570,0.485,,,,
