Device Name,D3 - 2592884,,,,,,,,,,,,,
Device Model,Kestrel DROP 3,,,,,,,,,,,,,
Serial Number,2592884,,,,,,,,,,,,,
FORMATTED DATE_TIME,Temperature,Relative Humidity,Station Pressure,Heat Index,Dew Point,Density Altitude,,,,,,,,
yyyy-MM-dd hh:mm:ss a,°C,%,mb,°C,°C,m,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
2/20/2023 7:00,7.5,92.5,1017,7.7,6.4,-275,point,,,,,,,
2/20/2023 8:00,8.2,89.2,1016.9,8.3,6.5,-249,point,,,,,,,
2/20/2023 9:00,10.1,82.8,1016.7,10,7.3,-175,point,,,,,,,
2/20/2023 10:00,11.3,68.5,1016.8,10.7,5.7,-136,point,,,,,,,
2/20/2023 11:00,12.5,59.7,1016.3,11.6,4.9,-86,point,,,,,,,
2/20/2023 12:00,13.6,58.3,1016.2,12.6,5.6,-45,point,,,,,,,
2/20/2023 13:00,14.1,52.4,1015.5,12.6,4.5,-23,point,,,,,,,
2/20/2023 14:00,15.9,50.7,1015,14.4,5.8,51,point,,,,,,,
2/20/2023 15:00,15.8,52.1,1014.4,14.3,6,53,point,,,,,,,
2/20/2023 16:00,14.4,61.3,1014.6,13.4,7.1,4,point,,,,,,,
2/20/2023 17:00,11.7,77.3,1015.3,11.4,7.8,-100,point,,,,,,,
2/20/2023 18:00,10.8,83.5,1015.4,10.7,8.1,-134,point,,,,,,,
2/20/2023 19:00,10,87,1015.2,10,7.9,-161,point,,,,,,,
2/20/2023 20:00,8.2,87.6,1015.6,8.1,6.2,-237,point,,,,,,,
2/20/2023 21:00,8.7,89,1015.4,8.7,7,-214,point,,,,,,,
2/20/2023 22:00,8,91.5,1015.5,8.1,6.7,-241,point,,,,,,,
2/20/2023 23:00,7.7,93.1,1015.3,7.9,6.7,-250,point,,,,,,,
2/21/2023 0:00,8.5,90.5,1015.2,8.5,7,-219,point,,,,,,,
2/21/2023 1:00,8.4,90.1,1014.9,8.4,6.9,-220,point,,,,,,,
2/21/2023 2:00,8.2,90.9,1014.6,8.2,6.8,-225,point,,,,,,,
2/21/2023 3:00,8.1,91.1,1014.5,8.1,6.7,-228,point,,,,,,,
2/21/2023 4:00,7.9,91.3,1014.5,8,6.6,-233,point,,,,,,,
2/21/2023 5:00,7.8,91.1,1014.3,7.8,6.4,-238,point,,,,,,,
2/21/2023 6:00,7.8,91,1013.8,7.8,6.4,-234,point,,,,,,,
2/21/2023 7:00,7.7,91.2,1014,7.7,6.3,-239,point,,,,,,,
2/21/2023 8:00,7.8,91.6,1014.2,7.9,6.5,-234,point,,,,,,,
2/21/2023 9:00,8,89.4,1013.7,8.1,6.4,-223,point,,,,,,,
2/21/2023 10:00,8.4,84.1,1013.8,8.4,5.9,-210,point,,,,,,,
2/21/2023 11:00,8.5,81.7,1013.8,8.4,5.6,-206,point,,,,,,,
2/21/2023 12:00,8.6,79.9,1012.8,8.5,5.3,-195,point,,,,,,,
2/21/2023 13:00,10.5,63.4,1012.3,9.8,3.9,-121,point,,,,,,,
2/21/2023 14:00,12.3,52.2,1010.5,11.1,2.8,-38,point,,,,,,,
2/21/2023 15:00,12.6,53.5,1009.9,11.4,3.4,-21,point,,,,,,,
2/21/2023 16:00,11.6,66.5,1009.9,11,5.6,-52,point,,,,,,,
2/21/2023 17:00,7.9,83.8,1009.5,7.9,5.4,-185,point,,,,,,,
2/21/2023 18:00,3.6,93.8,1009.5,3.7,2.7,-353,point,,,,,,,
2/21/2023 19:00,1.9,96,1009.3,1.9,1.3,-419,point,,,,,,,
2/21/2023 20:00,4.3,97.4,1008.9,4.3,3.9,-319,point,,,,,,,
2/21/2023 21:00,5.8,98.9,1008.6,6,5.7,-252,point,,,,,,,
2/21/2023 22:00,6.6,96.4,1008.2,6.8,6.1,-218,point,,,,,,,
2/21/2023 23:00,6.7,96.3,1007.7,6.8,6.1,-211,point,,,,,,,
2/22/2023 0:00,6.2,97.1,1007.4,6.4,5.8,-225,point,,,,,,,
2/22/2023 1:00,5.9,97.8,1007.1,6.1,5.6,-234,point,,,,,,,
2/22/2023 2:00,5.2,97.8,1006.5,5.3,4.8,-258,point,,,,,,,
2/22/2023 3:00,5.6,98.1,1006.1,5.7,5.3,-238,point,,,,,,,
2/22/2023 4:00,5.3,99.1,1005.5,5.5,5.2,-241,point,,,,,,,
2/22/2023 5:00,5.6,99.2,1005.1,5.8,5.5,-225,point,,,,,,,
2/22/2023 6:00,5.7,99.5,1004.8,5.8,5.6,-219,point,,,,,,,
2/22/2023 7:00,5.6,99.1,1004.8,5.7,5.5,-223,point,,,,,,,
2/22/2023 8:00,6.1,98.4,1004.8,6.3,5.9,-202,point,,,,,,,
2/22/2023 9:00,6.4,97.7,1005.1,6.6,6.1,-193,point,,,,,,,
2/22/2023 10:00,6.9,97.7,1005.4,7,6.5,-179,point,,,,,,,
2/22/2023 11:00,7.9,85.1,1005.1,7.9,5.6,-138,point,,,,,,,
2/22/2023 12:00,8.3,86.4,1005.1,8.3,6.2,-122,point,,,,,,,
2/22/2023 13:00,7.9,97.1,1005.1,8.2,7.5,-133,point,,,,,,,
2/22/2023 14:00,7.7,98.9,1005.1,7.9,7.5,-144,point,,,,,,,
2/22/2023 15:00,8,98.5,1005.4,8.3,7.8,-133,point,,,,,,,
2/22/2023 16:00,8.1,92.8,1005.9,8.3,7,-136,point,,,,,,,
2/22/2023 17:00,7.8,89.4,1006.4,7.9,6.2,-154,point,,,,,,,
2/22/2023 18:00,7.2,89.3,1006.7,7.3,5.6,-180,point,,,,,,,
2/22/2023 19:00,6.4,94.2,1007.1,6.6,5.6,-215,point,,,,,,,
2/22/2023 20:00,5.2,96.2,1007.3,5.3,4.7,-265,point,,,,,,,
2/22/2023 21:00,6.1,91.2,1007.9,6.1,4.8,-238,point,,,,,,,
2/22/2023 22:00,5.6,89.9,1008.1,5.6,4.1,-260,point,,,,,,,
2/22/2023 23:00,5.3,94,1008.6,5.4,4.4,-275,point,,,,,,,
2/23/2023 0:00,5.7,96.2,1009,5.8,5.1,-266,point,,,,,,,
2/23/2023 1:00,5.7,98.2,1009.2,5.9,5.5,-264,point,,,,,,,
2/23/2023 2:00,5.8,98.5,1009.4,5.9,5.6,-263,point,,,,,,,
2/23/2023 3:00,5.8,97.7,1009.5,5.9,5.4,-265,point,,,,,,,
2/23/2023 4:00,5.8,97.4,1009.4,5.9,5.4,-266,point,,,,,,,
2/23/2023 5:00,5.8,99,1010.2,5.9,5.6,-272,point,,,,,,,
2/23/2023 6:00,5.9,98,1010.6,6.1,5.6,-271,point,,,,,,,
2/23/2023 7:00,6,97.4,1011.5,6.1,5.6,-278,point,,,,,,,
2/23/2023 8:00,5.9,94.6,1012.6,5.9,5.1,-295,point,,,,,,,
2/23/2023 9:00,5.9,94.6,1013.5,6,5.1,-302,point,,,,,,,
2/23/2023 10:00,6.9,89.3,1014.1,6.9,5.2,-273,point,,,,,,,
2/23/2023 11:00,7,93.7,1014.2,7.1,6.1,-266,point,,,,,,,
2/23/2023 12:00,7.2,85.1,1014.4,7.1,4.8,-266,point,,,,,,,
2/23/2023 13:00,7.8,76,1014.2,7.5,3.8,-243,point,,,,,,,
2/23/2023 14:00,6.5,82,1014.5,6.3,3.6,-295,point,,,,,,,
2/23/2023 15:00,7.1,79,1014.6,6.9,3.7,-273,point,,,,,,,
2/23/2023 16:00,6.3,80.4,1014.9,6.2,3.2,-305,point,,,,,,,
2/23/2023 17:00,5.2,70.4,1014.9,5,0.3,-352,point,,,,,,,
2/23/2023 18:00,-0.7,91.6,1015,-0.7,-1.9,-584,point,,,,,,,
2/23/2023 19:00,-2.2,94.9,1014.7,-2.2,-3,-643,point,,,,,,,
2/23/2023 20:00,-2.8,96.8,1013.8,-2.7,-3.2,-655,point,,,,,,,
2/23/2023 21:00,-3.7,97.1,1014.2,-3.7,-4.1,-697,point,,,,,,,
2/23/2023 22:00,-3.6,97.4,1013.8,-3.6,-4,-690,point,,,,,,,
2/23/2023 23:00,-3.9,97.3,1012.9,-3.9,-4.3,-692,point,,,,,,,
2/24/2023 0:00,-3.7,98.2,1012.5,-3.7,-3.9,-678,point,,,,,,,
2/24/2023 1:00,-2.4,98.4,1011.5,-2.3,-2.6,-613,point,,,,,,,
2/24/2023 2:00,-0.6,93.5,1010.7,-0.5,-1.5,-533,point,,,,,,,
2/24/2023 3:00,0.5,91,1009.9,0.5,-0.8,-481,point,,,,,,,
2/24/2023 4:00,0.9,89,1008.8,0.8,-0.7,-456,point,,,,,,,
2/24/2023 5:00,2.2,85.6,1008.2,2.1,0,-398,point,,,,,,,
2/24/2023 6:00,2.5,92.3,1007.4,2.4,1.4,-377,point,,,,,,,
2/24/2023 7:00,2.5,94.2,1007,2.5,1.7,-371,point,,,,,,,
2/24/2023 8:00,3.6,92,1006.8,3.6,2.5,-324,point,,,,,,,
2/24/2023 9:00,5.1,90.8,1006.6,5.1,3.7,-266,point,,,,,,,
2/24/2023 10:00,5.8,91.4,1006.4,5.8,4.5,-235,point,,,,,,,
2/24/2023 11:00,7.9,87.8,1006.3,7.9,6,-150,point,,,,,,,
2/24/2023 12:00,8.8,76.8,1006.1,8.5,4.9,-120,point,,,,,,,
2/24/2023 13:00,13.3,55.3,1005.2,12.1,4.5,53,point,,,,,,,
2/24/2023 14:00,8,74.6,1005.8,7.6,3.7,-149,point,,,,,,,
2/24/2023 15:00,13.5,46.7,1005,11.9,2.3,58,point,,,,,,,
2/24/2023 16:00,12.9,50.2,1005.5,11.5,2.8,32,point,,,,,,,
2/24/2023 17:00,7,66.9,1006.3,6.6,1.3,-193,point,,,,,,,
2/24/2023 18:00,5.2,81.4,1006.9,5.1,2.3,-266,point,,,,,,,
2/24/2023 19:00,5.1,85.1,1006.8,5,2.8,-270,point,,,,,,,
2/24/2023 20:00,3.9,87.4,1007.4,3.9,2,-322,point,,,,,,,
2/24/2023 21:00,3.9,84.5,1007.7,3.9,1.5,-325,point,,,,,,,
2/24/2023 22:00,3.7,85.1,1008.1,3.6,1.4,-338,point,,,,,,,
2/24/2023 23:00,2.7,89.9,1008.3,2.7,1.2,-377,point,,,,,,,
2/25/2023 0:00,1.8,94.6,1008.5,1.8,1.1,-414,point,,,,,,,
2/25/2023 1:00,2.5,93.3,1008.8,2.5,1.5,-390,point,,,,,,,
2/25/2023 2:00,2,94.2,1008.9,1.9,1.1,-412,point,,,,,,,
2/25/2023 3:00,2.4,95.4,1008.9,2.4,1.8,-393,point,,,,,,,
2/25/2023 4:00,2.3,95.2,1009.1,2.3,1.6,-400,point,,,,,,,
2/25/2023 5:00,2,96.4,1009.3,1.9,1.5,-415,point,,,,,,,
2/25/2023 6:00,2.4,96.2,1009.4,2.3,1.8,-401,point,,,,,,,
2/25/2023 7:00,2.7,94.9,1009.9,2.6,1.9,-395,point,,,,,,,
2/25/2023 8:00,3.1,92.9,1010.9,3.1,2.1,-386,point,,,,,,,
2/25/2023 9:00,4.7,82.4,1011,4.6,2,-327,point,,,,,,,
2/25/2023 10:00,7.2,60.9,1010.8,6.7,0.2,-235,point,,,,,,,
2/25/2023 11:00,5.2,76.3,1012,5,1.4,-322,point,,,,,,,
2/25/2023 12:00,6.8,69.6,1011.9,6.4,1.6,-260,point,,,,,,,
2/25/2023 13:00,10.2,62,1011.4,9.5,3.3,-124,point,,,,,,,
2/25/2023 14:00,17.3,40.8,1011.5,15,3.8,131,point,,,,,,,
2/25/2023 15:00,8.9,48,1012.5,7.9,-1.5,-192,point,,,,,,,
2/25/2023 16:00,7,56.7,1013.2,6.4,-1,-270,point,,,,,,,
2/25/2023 17:00,4.7,78.5,1013.6,4.5,1.2,-359,point,,,,,,,
2/25/2023 18:00,2.8,88.4,1014,2.7,1.1,-434,point,,,,,,,
2/25/2023 19:00,3,82.2,1014.7,2.9,0.3,-434,point,,,,,,,
2/25/2023 20:00,0.5,92.5,1014.8,0.4,-0.6,-535,point,,,,,,,
2/25/2023 21:00,-1.5,94.5,1015.3,-1.4,-2.2,-618,point,,,,,,,
2/25/2023 22:00,-2.5,96.4,1015.7,-2.5,-3,-664,point,,,,,,,
2/25/2023 23:00,1.6,97.5,1016.6,1.6,1.3,-504,point,,,,,,,
2/26/2023 0:00,-1.1,97.2,1016.5,-1.1,-1.5,-615,point,,,,,,,
2/26/2023 1:00,0.7,98.3,1017.3,0.6,0.5,-551,point,,,,,,,
2/26/2023 2:00,0.9,96.4,1017.4,0.9,0.4,-542,point,,,,,,,
2/26/2023 3:00,-1.2,97.3,1017.5,-1.2,-1.6,-630,point,,,,,,,
2/26/2023 4:00,-0.2,98.8,1017.8,-0.2,-0.4,-593,point,,,,,,,
2/26/2023 5:00,-0.2,93.8,1018.6,-0.2,-1.1,-603,point,,,,,,,
2/26/2023 6:00,0.3,92.2,1019.2,0.2,-0.8,-588,point,,,,,,,
2/26/2023 7:00,-0.7,95.7,1019.9,-0.7,-1.3,-634,point,,,,,,,
2/26/2023 8:00,-0.8,95.6,1020.8,-0.8,-1.4,-648,point,,,,,,,
2/26/2023 9:00,4.9,66.2,1021.3,4.6,-0.8,-432,point,,,,,,,
2/26/2023 10:00,7.5,52,1021.9,6.8,-1.7,-342,point,,,,,,,
2/26/2023 11:00,7.6,46.6,1022.9,6.7,-3.1,-351,point,,,,,,,
2/26/2023 12:00,7,44.5,1023.5,6.1,-4.3,-384,point,,,,,,,
2/26/2023 13:00,8.2,44.9,1023.7,7.1,-3.1,-338,point,,,,,,,
2/26/2023 14:00,14.5,30.4,1023,12.2,-2.7,-100,point,,,,,,,
2/26/2023 15:00,8.2,36.6,1024.1,7,-5.8,-346,point,,,,,,,
2/26/2023 16:00,13,34.6,1023.6,11.1,-2.3,-158,point,,,,,,,
2/26/2023 17:00,4.9,52.1,1024.1,4.4,-4,-466,point,,,,,,,
2/26/2023 18:00,0.9,69.4,1024.6,0.8,-4,-625,point,,,,,,,
2/26/2023 19:00,-2.9,88.2,1024.8,-2.8,-4.5,-775,point,,,,,,,
2/26/2023 20:00,-4.1,91.1,1024.6,-4.1,-5.3,-822,point,,,,,,,
2/26/2023 21:00,-4.6,92.8,1024.9,-4.6,-5.6,-846,point,,,,,,,
2/26/2023 22:00,-5.3,93.3,1025.1,-5.2,-6.2,-874,point,,,,,,,
2/26/2023 23:00,-5.6,93.7,1025.2,-5.6,-6.5,-890,point,,,,,,,
2/27/2023 0:00,-5.5,94.4,1025.4,-5.4,-6.2,-886,point,,,,,,,
2/27/2023 1:00,-4.8,94.7,1025.4,-4.7,-5.5,-856,point,,,,,,,
2/27/2023 2:00,-4.6,95.9,1025.2,-4.5,-5.1,-846,point,,,,,,,
2/27/2023 3:00,-4.6,96.7,1025.3,-4.6,-5.1,-850,point,,,,,,,
2/27/2023 4:00,-3.7,96.6,1025.2,-3.6,-4.1,-808,point,,,,,,,
2/27/2023 5:00,-1.6,95.7,1025.3,-1.6,-2.2,-729,point,,,,,,,
2/27/2023 6:00,-0.7,95.8,1025.6,-0.6,-1.2,-692,point,,,,,,,
2/27/2023 7:00,-0.1,97.3,1025.9,0,-0.4,-670,point,,,,,,,
2/27/2023 8:00,2.4,99.1,1026.5,2.4,2.3,-577,point,,,,,,,
2/27/2023 9:00,5.3,83.9,1026.7,5.3,2.8,-466,point,,,,,,,
2/27/2023 10:00,5.9,83.7,1027,5.9,3.4,-445,point,,,,,,,
2/27/2023 11:00,6,80.4,1027.4,5.8,2.9,-449,point,,,,,,,
2/27/2023 12:00,7.3,75.1,1027.2,7.1,3.2,-395,point,,,,,,,
2/27/2023 13:00,10,55.2,1026.4,9.1,1.4,-290,point,,,,,,,
2/27/2023 14:00,12.1,38,1025.6,10.4,-1.8,-212,point,,,,,,,
2/27/2023 15:00,14.2,38.1,1025.9,12.3,0.1,-134,point,,,,,,,
2/27/2023 16:00,11.8,42.6,1025.8,10.3,-0.5,-221,point,,,,,,,
2/27/2023 17:00,5.6,63.4,1026.7,5.2,-0.8,-461,point,,,,,,,
2/27/2023 18:00,2.3,76.9,1027.1,2.1,-1.4,-594,point,,,,,,,
2/27/2023 19:00,-1.9,89.3,1027.2,-1.8,-3.4,-758,point,,,,,,,
2/27/2023 20:00,-2.5,93.6,1027.1,-2.5,-3.4,-783,point,,,,,,,
2/27/2023 21:00,-3.8,94.5,1027.3,-3.7,-4.5,-835,point,,,,,,,
2/27/2023 22:00,-4.3,95.1,1027.1,-4.3,-5,-856,point,,,,,,,
2/27/2023 23:00,-4.7,95.8,1027.3,-4.7,-5.3,-874,point,,,,,,,
2/28/2023 0:00,-5,96.7,1027.7,-5,-5.5,-892,point,,,,,,,
2/28/2023 1:00,-5.4,96.9,1027.5,-5.4,-5.8,-904,point,,,,,,,
2/28/2023 2:00,-5,96.9,1027.5,-4.9,-5.4,-887,point,,,,,,,
2/28/2023 3:00,-5.5,96.6,1027.3,-5.4,-5.9,-905,point,,,,,,,
2/28/2023 4:00,-4.9,98.4,1027.4,-4.9,-5.1,-882,point,,,,,,,
2/28/2023 5:00,-4.5,98.3,1027.7,-4.5,-4.8,-870,point,,,,,,,
2/28/2023 6:00,-4,98.7,1027.8,-4,-4.2,-852,point,,,,,,,
2/28/2023 7:00,-0.7,99.1,1027.7,-0.7,-0.9,-716,point,,,,,,,
2/28/2023 8:00,1.7,99.4,1027.9,1.7,1.6,-618,point,,,,,,,
2/28/2023 9:00,4.2,92.6,1028.3,4.2,3.1,-525,point,,,,,,,
2/28/2023 10:00,5,90,1028.1,5.1,3.5,-490,point,,,,,,,
2/28/2023 11:00,6.7,87.2,1027.6,6.6,4.7,-420,point,,,,,,,
2/28/2023 12:00,7.2,80.6,1027.2,7,4.1,-398,point,,,,,,,
2/28/2023 13:00,6.9,82,1026.8,6.7,4,-407,point,,,,,,,
2/28/2023 14:00,6.8,81.1,1026.6,6.7,3.8,-406,point,,,,,,,
2/28/2023 15:00,7,81.7,1026,6.9,4.1,-391,point,,,,,,,
2/28/2023 16:00,7.2,82.6,1025.7,7.2,4.5,-381,point,,,,,,,
2/28/2023 17:00,6.2,83.1,1026.2,6.1,3.5,-427,point,,,,,,,
2/28/2023 18:00,5.7,84.2,1026.9,5.6,3.2,-454,point,,,,,,,
2/28/2023 19:00,5,87.3,1026.9,4.9,3,-482,point,,,,,,,
2/28/2023 20:00,4.7,86.6,1027.3,4.6,2.6,-497,point,,,,,,,
2/28/2023 21:00,4.5,85.4,1027.2,4.4,2.2,-505,point,,,,,,,
2/28/2023 22:00,4.3,86.3,1027.8,4.3,2.2,-517,point,,,,,,,
2/28/2023 23:00,4,87.4,1027.5,4,2.1,-524,point,,,,,,,
3/1/2023 0:00,4,88.7,1027.8,3.9,2.2,-530,point,,,,,,,
3/1/2023 1:00,4,89.4,1027.7,4,2.4,-528,point,,,,,,,
3/1/2023 2:00,4.1,88.9,1027.3,4.1,2.5,-518,point,,,,,,,
3/1/2023 3:00,3.8,90,1026.4,3.7,2.3,-524,point,,,,,,,
3/1/2023 4:00,3.5,91.5,1026.2,3.5,2.3,-529,point,,,,,,,
3/1/2023 5:00,3.5,90.3,1025.6,3.4,2,-526,point,,,,,,,
3/1/2023 6:00,3.5,93.7,1025.6,3.5,2.6,-522,point,,,,,,,
3/1/2023 7:00,3.5,96.4,1025.5,3.6,3,-522,point,,,,,,,
3/1/2023 8:00,4.3,94.8,1025.8,4.3,3.5,-496,point,,,,,,,
3/1/2023 9:00,6.1,86.1,1025.3,6.1,4,-419,point,,,,,,,
3/1/2023 10:00,5.8,85,1025.2,5.8,3.5,-429,point,,,,,,,
3/1/2023 11:00,6.8,80.1,1024.8,6.7,3.6,-388,point,,,,,,,
3/1/2023 12:00,7.6,71.4,1023.9,7.3,2.8,-352,point,,,,,,,
3/1/2023 13:00,7.5,76,1023,7.3,3.6,-343,point,,,,,,,
3/1/2023 14:00,7.7,75.1,1022.4,7.4,3.5,-333,point,,,,,,,
3/1/2023 15:00,8,71,1021.8,7.5,3,-316,point,,,,,,,
3/1/2023 16:00,11.4,53.6,1020.7,10.3,2.3,-179,point,,,,,,,
3/1/2023 17:00,6.5,75.2,1020.9,6.3,2.5,-362,point,,,,,,,
3/1/2023 18:00,5.9,80.2,1021.1,5.8,2.8,-386,point,,,,,,,
3/1/2023 19:00,5.6,81.7,1021,5.4,2.7,-398,point,,,,,,,
3/1/2023 20:00,5.2,81.7,1021,5,2.3,-414,point,,,,,,,
3/1/2023 21:00,4.8,79.1,1021.5,4.6,1.5,-435,point,,,,,,,
3/1/2023 22:00,3,86.6,1021.8,2.9,0.9,-508,point,,,,,,,
3/1/2023 23:00,1.2,91.5,1021.2,1.2,0,-571,point,,,,,,,
3/2/2023 0:00,-2.4,93.5,1020.9,-2.3,-3.3,-712,point,,,,,,,
3/2/2023 1:00,-3.5,96.1,1020.7,-3.5,-4,-756,point,,,,,,,
3/2/2023 2:00,-2.7,97,1020.3,-2.7,-3.1,-720,point,,,,,,,
3/2/2023 3:00,-1.9,97.3,1020,-1.9,-2.3,-684,point,,,,,,,
3/2/2023 4:00,-0.4,96.7,1020.1,-0.4,-0.9,-626,point,,,,,,,
3/2/2023 5:00,-0.3,96.7,1020.4,-0.3,-0.8,-623,point,,,,,,,
3/2/2023 6:00,-0.8,96.9,1020.2,-0.7,-1.2,-641,point,,,,,,,
3/2/2023 7:00,-1.3,97.1,1020.4,-1.3,-1.7,-664,point,,,,,,,
3/2/2023 8:00,0.3,97.4,1020.5,0.2,-0.1,-601,point,,,,,,,
3/2/2023 9:00,4.6,72.9,1021,4.4,0.2,-439,point,,,,,,,
3/2/2023 10:00,6.1,67.5,1020.7,5.8,0.6,-378,point,,,,,,,
3/2/2023 11:00,6.2,64.6,1021,5.7,0,-380,point,,,,,,,
3/2/2023 12:00,9.3,47.3,1020.9,8.3,-1.3,-265,point,,,,,,,
3/2/2023 13:00,9.4,52.5,1021.1,8.5,0.2,-260,point,,,,,,,
3/2/2023 14:00,14.1,40.1,1020.2,12.2,0.7,-79,point,,,,,,,
3/2/2023 15:00,13.9,38.4,1019.9,12,0,-84,point,,,,,,,
3/2/2023 16:00,11.7,44.1,1019.5,10.2,-0.1,-162,point,,,,,,,
3/2/2023 17:00,5.6,69.3,1020.5,5.2,0.4,-397,point,,,,,,,
3/2/2023 18:00,4.9,73.8,1021.5,4.6,0.6,-433,point,,,,,,,
3/2/2023 19:00,4.7,75.3,1021.8,4.4,0.7,-445,point,,,,,,,
3/2/2023 20:00,4.6,77.6,1022.3,4.5,1,-451,point,,,,,,,
3/2/2023 21:00,4.6,77,1022.3,4.4,0.9,-453,point,,,,,,,
3/2/2023 22:00,4.7,78.3,1022.6,4.5,1.2,-452,point,,,,,,,
3/2/2023 23:00,4.6,78.2,1022.4,4.4,1.1,-453,point,,,,,,,
3/3/2023 0:00,4.6,76.9,1022.4,4.4,0.9,-453,point,,,,,,,
3/3/2023 1:00,4.4,75.7,1022.7,4.2,0.5,-464,point,,,,,,,
3/3/2023 2:00,3.8,79.9,1022.7,3.6,0.6,-488,point,,,,,,,
3/3/2023 3:00,3.7,81.2,1022.5,3.6,0.8,-487,point,,,,,,,
3/3/2023 4:00,3.6,78.2,1022.2,3.5,0.2,-490,point,,,,,,,
3/3/2023 5:00,3.6,81.5,1022.6,3.5,0.8,-493,point,,,,,,,
3/3/2023 6:00,3.6,82.2,1022.7,3.5,0.9,-494,point,,,,,,,
3/3/2023 7:00,3.9,80.9,1023.2,3.7,0.9,-489,point,,,,,,,
3/3/2023 8:00,4.6,76.2,1023.4,4.4,0.8,-463,point,,,,,,,
3/3/2023 9:00,5.2,73.6,1023.6,4.9,0.8,-445,point,,,,,,,
3/3/2023 10:00,4.9,80,1024,4.8,1.8,-455,point,,,,,,,
3/3/2023 11:00,6.7,62.9,1024.1,6.2,0.2,-391,point,,,,,,,
3/3/2023 12:00,7.4,65.3,1024.1,6.9,1.4,-363,point,,,,,,,
3/3/2023 13:00,7.2,70.6,1024.2,6.9,2.2,-370,point,,,,,,,
3/3/2023 14:00,7.2,64.8,1023.8,6.7,1,-370,point,,,,,,,
3/3/2023 15:00,8.7,50.1,1023.6,7.7,-1.1,-317,point,,,,,,,
3/3/2023 16:00,13,44.6,1022.9,11.4,1.2,-145,point,,,,,,,
3/3/2023 17:00,6.5,60.5,1023.4,6,-0.6,-394,point,,,,,,,
3/3/2023 18:00,5.9,67.9,1023.8,5.6,0.5,-418,point,,,,,,,
3/3/2023 19:00,5.7,68.9,1024.2,5.3,0.4,-433,point,,,,,,,
3/3/2023 20:00,5.5,71.9,1024.4,5.3,0.9,-439,point,,,,,,,
3/3/2023 21:00,5.4,73,1024.8,5.1,0.9,-448,point,,,,,,,
3/3/2023 22:00,5.2,74.4,1024.8,4.9,1,-456,point,,,,,,,
3/3/2023 23:00,5.1,75.9,1024.8,4.8,1.2,-459,point,,,,,,,
3/4/2023 0:00,5.1,75.4,1025.3,4.8,1.1,-464,point,,,,,,,
3/4/2023 1:00,4.8,78,1024.8,4.7,1.3,-469,point,,,,,,,
3/4/2023 2:00,5.1,74.5,1024.6,4.9,1,-456,point,,,,,,,
3/4/2023 3:00,4.7,78.5,1024.1,4.6,1.3,-466,point,,,,,,,
3/4/2023 4:00,4.7,78.8,1024,4.5,1.3,-466,point,,,,,,,
3/4/2023 5:00,4.6,80.2,1024.1,4.5,1.5,-469,point,,,,,,,
3/4/2023 6:00,3.9,90.8,1024.3,3.8,2.5,-497,point,,,,,,,
3/4/2023 7:00,3.6,93,1024.5,3.6,2.6,-509,point,,,,,,,
3/4/2023 8:00,4,95.3,1024.7,4.1,3.3,-493,point,,,,,,,
3/4/2023 9:00,4.7,91,1025,4.7,3.3,-473,point,,,,,,,
3/4/2023 10:00,6.9,75.2,1024.8,6.7,2.8,-386,point,,,,,,,
3/4/2023 11:00,6,81.7,1025,5.9,3.1,-421,point,,,,,,,
3/4/2023 12:00,8.8,60.1,1024.3,8.2,1.5,-313,point,,,,,,,
3/4/2023 13:00,7.2,70.4,1023.6,6.8,2.1,-366,point,,,,,,,
3/4/2023 14:00,6.5,74.5,1023.2,6.2,2.3,-387,point,,,,,,,
3/4/2023 15:00,6.9,72.2,1022.6,6.5,2.2,-367,point,,,,,,,
3/4/2023 16:00,6.2,76.3,1022.2,6,2.4,-386,point,,,,,,,
3/4/2023 17:00,5.8,77.9,1021.9,5.7,2.3,-400,point,,,,,,,
3/4/2023 18:00,5.2,80.5,1022,5.1,2.1,-423,point,,,,,,,
3/4/2023 19:00,4.8,84.3,1021.8,4.7,2.3,-437,point,,,,,,,
3/4/2023 20:00,4.4,86.5,1021.6,4.4,2.4,-448,point,,,,,,,
3/4/2023 21:00,4.3,87.4,1021.4,4.3,2.4,-451,point,,,,,,,
3/4/2023 22:00,3.8,93.8,1021.2,3.9,2.9,-467,point,,,,,,,
3/4/2023 23:00,3.8,90,1021,3.8,2.4,-465,point,,,,,,,
3/5/2023 0:00,3.5,89.7,1020.1,3.5,2,-468,point,,,,,,,
3/5/2023 1:00,3.5,86.6,1019.7,3.5,1.5,-464,point,,,,,,,
3/5/2023 2:00,3.3,84.3,1018.8,3.3,0.9,-465,point,,,,,,,
3/5/2023 3:00,3.1,83.9,1017.9,3.1,0.7,-463,point,,,,,,,
3/5/2023 4:00,3,83.6,1017.3,2.9,0.5,-463,point,,,,,,,
3/5/2023 5:00,2.7,82.6,1016.6,2.6,0,-469,point,,,,,,,
3/5/2023 6:00,2.6,81.8,1016,2.4,-0.2,-465,point,,,,,,,
3/5/2023 7:00,2.4,80.6,1015.7,2.2,-0.6,-470,point,,,,,,,
3/5/2023 8:00,2.7,79,1015.7,2.5,-0.6,-460,point,,,,,,,
3/5/2023 9:00,2.9,76.8,1015.2,2.8,-0.8,-446,point,,,,,,,
