"Plot Title: RLCP HOBO U20L_01"
"#","Date Time, GMT+00:00","Abs Pres, kPa (LGR S/N: 21571440, SEN S/N: 21571440)","Temp, °C (LGR S/N: 21571440, SEN S/N: 21571440)","Pressure Barom., kPa (LGR S/N: )","Sensor Depth, meters (LGR S/N: 21571440)","Coupler Detached (LGR S/N: 21571440)","Coupler Attached (LGR S/N: 21571440)","Stopped (LGR S/N: 21571440)","End Of File (LGR S/N: 21571440)"
483,03/25/23 02:00:00 PM,105.214,9.669,99.810,0.551,,,,
484,03/25/23 03:00:00 PM,105.254,10.161,99.920,0.544,,,,
485,03/25/23 04:00:00 PM,105.286,10.161,99.920,0.547,,,,
486,03/25/23 05:00:00 PM,105.308,10.063,99.980,0.544,,,,
487,03/25/23 06:00:00 PM,105.320,9.866,100.040,0.539,,,,
488,03/25/23 07:00:00 PM,105.322,9.571,100.040,0.539,,,,
489,03/25/23 08:00:00 PM,105.302,9.176,100.060,0.535,,,,
490,03/25/23 09:00:00 PM,105.293,8.879,100.050,0.535,,,,
491,03/25/23 10:00:00 PM,105.250,8.680,100.010,0.535,,,,
492,03/25/23 11:00:00 PM,105.218,8.481,99.970,0.535,,,,
493,03/26/23 12:00:00 AM,105.122,8.382,99.900,0.533,,,,
494,03/26/23 01:00:00 AM,105.004,8.182,,0.525,,,,
495,03/26/23 02:00:00 AM,104.928,8.182,99.820,0.521,,,,
496,03/26/23 03:00:00 AM,104.874,8.082,99.630,0.535,,,,
497,03/26/23 04:00:00 AM,104.778,7.983,99.610,0.527,,,,
498,03/26/23 05:00:00 AM,104.724,7.983,99.580,0.525,,,,
499,03/26/23 06:00:00 AM,104.767,7.983,99.590,0.528,,,,
500,03/26/23 07:00:00 AM,104.799,7.983,99.640,0.526,,,,
501,03/26/23 08:00:00 AM,104.885,7.983,99.720,0.527,,,,
502,03/26/23 09:00:00 AM,105.025,8.082,99.840,0.529,,,,
503,03/26/23 10:00:00 AM,105.165,8.182,99.970,0.530,,,,
504,03/26/23 11:00:00 AM,105.337,8.282,100.100,0.534,,,,
505,03/26/23 12:00:00 PM,105.498,8.481,100.230,0.537,,,,
506,03/26/23 01:00:00 PM,105.617,8.581,100.330,0.539,,,,
507,03/26/23 02:00:00 PM,105.756,8.680,100.450,0.541,,,,
508,03/26/23 03:00:00 PM,105.843,8.680,100.560,0.539,,,,
509,03/26/23 04:00:00 PM,105.918,8.581,100.680,0.534,,,,
510,03/26/23 05:00:00 PM,106.037,8.481,100.810,0.533,,,,
511,03/26/23 06:00:00 PM,106.145,8.282,100.940,0.531,,,,
512,03/26/23 07:00:00 PM,106.242,8.082,101.060,0.529,,,,
513,03/26/23 08:00:00 PM,106.307,7.882,101.130,0.528,,,,
514,03/26/23 09:00:00 PM,106.371,7.582,101.240,0.523,,,,
515,03/26/23 10:00:00 PM,106.468,7.481,101.340,0.523,,,,
516,03/26/23 11:00:00 PM,106.511,7.280,101.400,0.521,,,,
517,03/27/23 12:00:00 AM,106.597,6.978,101.480,0.522,,,,
518,03/27/23 01:00:00 AM,106.661,6.775,101.530,0.523,,,,
519,03/27/23 02:00:00 AM,106.703,6.573,101.610,0.519,,,,
520,03/27/23 03:00:00 AM,106.767,6.370,101.640,0.523,,,,
521,03/27/23 04:00:00 AM,106.765,6.064,101.720,0.515,,,,
522,03/27/23 05:00:00 AM,106.819,5.962,101.770,0.515,,,,
523,03/27/23 06:00:00 AM,106.904,5.860,101.860,0.514,,,,
524,03/27/23 07:00:00 AM,106.947,5.860,101.910,0.514,,,,
525,03/27/23 08:00:00 AM,106.968,5.757,101.990,0.508,,,,
526,03/27/23 09:00:00 AM,107.013,6.064,102.000,0.511,,,,
527,03/27/23 10:00:00 AM,107.037,6.573,102.060,0.508,,,,
528,03/27/23 11:00:00 AM,107.039,7.280,102.110,0.503,,,,
529,03/27/23 12:00:00 PM,107.083,8.182,102.080,0.510,,,,
530,03/27/23 01:00:00 PM,107.103,8.879,102.110,0.509,,,,
531,03/27/23 02:00:00 PM,107.103,8.879,102.090,0.511,,,,
532,03/27/23 03:00:00 PM,107.060,8.978,102.120,0.504,,,,
533,03/27/23 04:00:00 PM,107.091,9.275,102.110,0.508,,,,
534,03/27/23 05:00:00 PM,107.039,8.879,102.100,0.504,,,,
535,03/27/23 06:00:00 PM,107.039,8.282,102.060,0.508,,,,
536,03/27/23 07:00:00 PM,107.040,7.882,102.070,0.507,,,,
537,03/27/23 08:00:00 PM,106.996,7.481,102.040,0.505,,,,
538,03/27/23 09:00:00 PM,107.038,6.978,102.040,0.510,,,,
539,03/27/23 10:00:00 PM,106.951,6.573,102.030,0.502,,,,
540,03/27/23 11:00:00 PM,106.906,6.268,101.980,0.502,,,,
541,03/28/23 12:00:00 AM,106.905,6.064,101.980,0.502,,,,
542,03/28/23 01:00:00 AM,106.862,5.962,101.920,0.504,,,,
543,03/28/23 02:00:00 AM,106.764,5.860,101.870,0.499,,,,
544,03/28/23 03:00:00 AM,106.710,5.757,101.800,0.501,,,,
545,03/28/23 04:00:00 AM,106.602,5.655,101.730,0.497,,,,
546,03/28/23 05:00:00 AM,106.558,5.655,101.680,0.497,,,,
547,03/28/23 06:00:00 AM,106.515,5.552,101.670,0.494,,,,
548,03/28/23 07:00:00 AM,106.440,5.552,101.580,0.496,,,,
549,03/28/23 08:00:00 AM,106.386,5.655,101.560,0.492,,,,
550,03/28/23 09:00:00 AM,106.377,5.860,101.500,0.497,,,,
551,03/28/23 10:00:00 AM,106.346,6.166,101.430,0.501,,,,
552,03/28/23 11:00:00 AM,106.315,6.370,101.400,0.501,,,,
553,03/28/23 12:00:00 PM,106.283,6.573,101.400,0.498,,,,
554,03/28/23 01:00:00 PM,106.198,6.775,101.410,0.488,,,,
555,03/28/23 02:00:00 PM,106.156,7.179,101.210,0.504,,,,
556,03/28/23 03:00:00 PM,106.037,7.179,101.170,0.496,,,,
557,03/28/23 04:00:00 PM,105.940,7.280,100.990,0.505,,,,
558,03/28/23 05:00:00 PM,105.908,7.179,100.890,0.512,,,,
559,03/28/23 06:00:00 PM,105.919,7.179,100.880,0.514,,,,
560,03/28/23 07:00:00 PM,105.908,7.079,100.860,0.515,,,,
561,03/28/23 08:00:00 PM,105.929,7.079,100.860,0.517,,,,
562,03/28/23 09:00:00 PM,105.918,6.978,100.880,0.514,,,,
563,03/28/23 10:00:00 PM,105.951,6.978,100.840,0.521,,,,
564,03/28/23 11:00:00 PM,105.897,6.978,100.840,0.516,,,,
565,03/29/23 12:00:00 AM,105.865,7.079,100.730,0.524,,,,
566,03/29/23 01:00:00 AM,105.822,7.079,100.740,0.518,,,,
567,03/29/23 02:00:00 AM,105.779,7.079,100.710,0.517,,,,
568,03/29/23 03:00:00 AM,105.757,7.079,100.660,0.520,,,,
569,03/29/23 04:00:00 AM,105.703,7.179,100.660,0.514,,,,
570,03/29/23 05:00:00 AM,105.714,7.280,100.620,0.520,,,,
571,03/29/23 06:00:00 AM,105.693,7.381,100.650,0.514,,,,
572,03/29/23 07:00:00 AM,105.704,7.481,100.670,0.513,,,,
573,03/29/23 08:00:00 AM,105.693,7.682,100.640,0.515,,,,
574,03/29/23 09:00:00 AM,105.650,8.082,100.590,0.516,,,,
575,03/29/23 10:00:00 AM,105.552,8.382,100.490,0.516,,,,
576,03/29/23 11:00:00 AM,105.509,8.680,100.440,0.517,,,,
577,03/29/23 12:00:00 PM,105.443,8.978,100.350,0.520,,,,
578,03/29/23 01:00:00 PM,105.377,9.275,100.290,0.519,,,,
579,03/29/23 02:00:00 PM,105.278,9.669,100.190,0.519,,,,
580,03/29/23 03:00:00 PM,105.213,9.866,100.100,0.522,,,,
581,03/29/23 04:00:00 PM,105.169,9.965,100.040,0.523,,,,
582,03/29/23 05:00:00 PM,105.081,10.161,99.990,0.519,,,,
583,03/29/23 06:00:00 PM,105.038,10.161,99.900,0.524,,,,
584,03/29/23 07:00:00 PM,104.986,9.965,99.880,0.521,,,,
585,03/29/23 08:00:00 PM,104.975,9.965,99.790,0.529,,,,
586,03/29/23 09:00:00 PM,104.943,9.866,99.920,0.512,,,,
587,03/29/23 10:00:00 PM,104.878,9.866,99.910,0.507,,,,
588,03/29/23 11:00:00 PM,104.911,9.768,99.650,0.537,,,,
589,03/30/23 12:00:00 AM,105.063,9.669,99.600,0.557,,,,
590,03/30/23 01:00:00 AM,105.052,9.669,99.540,0.562,,,,
591,03/30/23 02:00:00 AM,104.999,9.571,99.550,0.556,,,,
592,03/30/23 03:00:00 AM,105.021,9.472,99.510,0.562,,,,
593,03/30/23 04:00:00 AM,105.032,9.373,99.590,0.555,,,,
594,03/30/23 05:00:00 AM,105.087,9.176,99.280,0.592,,,,
595,03/30/23 06:00:00 AM,105.184,9.077,99.340,0.596,,,,
596,03/30/23 07:00:00 AM,105.238,9.077,99.800,0.555,,,,
597,03/30/23 08:00:00 AM,105.313,9.176,99.780,0.564,,,,
598,03/30/23 09:00:00 AM,105.376,9.472,99.830,0.566,,,,
599,03/30/23 10:00:00 AM,105.374,9.965,99.860,0.563,,,,
600,03/30/23 10:13:43 AM,,,,,,Logged,,
601,03/30/23 10:13:44 AM,,,,,Logged,,,
602,03/30/23 10:13:46 AM,,,,,,Logged,,
603,03/30/23 10:14:15 AM,,,,,Logged,,,
604,03/30/23 11:00:00 AM,105.241,10.455,,0.552,,,,
605,03/30/23 12:00:00 PM,105.280,11.041,99.810,0.558,,,,
606,03/30/23 01:00:00 PM,105.165,11.722,99.820,0.545,,,,
607,03/30/23 02:00:00 PM,105.194,12.013,99.810,0.549,,,,
608,03/30/23 03:00:00 PM,105.223,12.304,99.820,0.551,,,,
609,03/30/23 04:00:00 PM,105.137,12.304,99.770,0.548,,,,
610,03/30/23 05:00:00 PM,105.141,11.916,99.810,0.544,,,,
611,03/30/23 06:00:00 PM,105.091,11.625,99.760,0.544,,,,
612,03/30/23 07:00:00 PM,105.073,11.236,99.750,0.543,,,,
613,03/30/23 08:00:00 PM,105.108,10.944,99.730,0.549,,,,
614,03/30/23 09:00:00 PM,105.272,10.651,99.680,0.571,,,,
615,03/30/23 10:00:00 PM,105.091,10.357,99.570,0.563,,,,
616,03/30/23 11:00:00 PM,104.897,10.259,99.420,0.559,,,,
617,03/31/23 12:00:00 AM,104.780,10.063,99.280,0.561,,,,
618,03/31/23 01:00:00 AM,104.608,9.965,99.170,0.555,,,,
619,03/31/23 02:00:00 AM,104.393,9.866,99.060,0.544,,,,
620,03/31/23 03:00:00 AM,104.308,9.768,98.760,0.566,,,,
621,03/31/23 04:00:00 AM,104.244,9.669,98.520,0.584,,,,
622,03/31/23 05:00:00 AM,104.158,9.571,98.350,0.592,,,,
623,03/31/23 06:00:00 AM,104.115,9.571,98.220,0.601,,,,
624,03/31/23 07:00:00 AM,104.040,9.571,98.170,0.599,,,,
625,03/31/23 08:00:00 AM,104.061,9.571,98.010,0.617,,,,
626,03/31/23 09:00:00 AM,104.125,9.669,97.960,0.629,,,,
627,03/31/23 10:00:00 AM,104.038,9.768,98.180,0.598,,,,
628,03/31/23 11:00:00 AM,104.048,9.965,98.110,0.606,,,,
629,03/31/23 12:00:00 PM,104.057,10.161,97.790,0.639,,,,
630,03/31/23 01:00:00 PM,104.108,10.553,97.810,0.643,,,,
631,03/31/23 02:00:00 PM,104.247,10.651,97.890,0.649,,,,
632,03/31/23 03:00:00 PM,104.666,10.846,97.920,0.688,,,,
633,03/31/23 04:00:00 PM,105.043,10.944,98.050,0.713,,,,
634,03/31/23 05:00:00 PM,105.789,10.748,98.140,0.780,,,,
635,03/31/23 06:00:00 PM,106.222,10.553,98.290,0.809,,,,
636,03/31/23 07:00:00 PM,106.882,10.259,98.440,0.861,,,,
637,03/31/23 08:00:00 PM,107.045,10.063,98.590,0.863,,,,
638,03/31/23 09:00:00 PM,107.219,9.866,98.710,0.868,,,,
639,03/31/23 10:00:00 PM,107.338,9.768,98.820,0.869,,,,
640,03/31/23 11:00:00 PM,107.241,9.768,98.950,0.846,,,,
641,04/01/23 12:00:00 AM,107.263,9.669,99.060,0.837,,,,
642,04/01/23 01:00:00 AM,107.392,9.571,99.170,0.839,,,,
643,04/01/23 02:00:00 AM,107.199,9.472,99.240,0.812,,,,
644,04/01/23 03:00:00 AM,107.264,9.373,99.320,0.810,,,,
645,04/01/23 04:00:00 AM,107.102,9.275,99.370,0.789,,,,
646,04/01/23 05:00:00 AM,107.189,9.176,99.440,0.790,,,,
647,04/01/23 06:00:00 AM,106.995,9.077,99.500,0.765,,,,
648,04/01/23 07:00:00 AM,107.124,9.077,99.610,0.766,,,,
649,04/01/23 08:00:00 AM,107.179,8.978,99.670,0.766,,,,
650,04/01/23 09:00:00 AM,107.362,8.978,99.740,0.778,,,,
651,04/01/23 10:00:00 AM,107.621,8.879,99.810,0.797,,,,
652,04/01/23 11:00:00 AM,107.869,8.879,99.900,0.813,,,,
653,04/01/23 12:00:00 PM,108.160,8.978,99.980,0.834,,,,
654,04/01/23 01:00:00 PM,108.170,9.077,100.050,0.828,,,,
655,04/01/23 02:00:00 PM,108.106,9.077,100.150,0.812,,,,
656,04/01/23 03:00:00 PM,108.505,9.176,100.220,0.845,,,,
657,04/01/23 04:00:00 PM,108.170,9.176,100.300,0.803,,,,
658,04/01/23 05:00:00 PM,108.429,9.176,100.410,0.818,,,,
659,04/01/23 06:00:00 PM,108.268,9.077,100.520,0.790,,,,
660,04/01/23 07:00:00 PM,108.300,8.978,100.610,0.784,,,,
661,04/01/23 08:00:00 PM,108.419,8.879,100.760,0.781,,,,
662,04/01/23 09:00:00 PM,108.225,8.779,100.880,0.749,,,,
663,04/01/23 10:00:00 PM,108.419,8.680,100.970,0.760,,,,
664,04/01/23 11:00:00 PM,108.365,8.680,101.040,0.747,,,,
665,04/02/23 12:00:00 AM,108.344,8.581,101.160,0.733,,,,
666,04/02/23 01:00:00 AM,108.290,8.481,101.240,0.719,,,,
667,04/02/23 02:00:00 AM,108.333,8.382,101.320,0.715,,,,
668,04/02/23 03:00:00 AM,108.365,8.382,101.380,0.712,,,,
669,04/02/23 04:00:00 AM,108.376,8.282,101.510,0.700,,,,
670,04/02/23 05:00:00 AM,108.311,8.182,101.610,0.684,,,,
671,04/02/23 06:00:00 AM,108.484,8.082,101.660,0.696,,,,
672,04/02/23 07:00:00 AM,108.365,8.082,101.730,0.677,,,,
673,04/02/23 08:00:00 AM,108.505,8.082,101.860,0.678,,,,
674,04/02/23 09:00:00 AM,108.473,8.182,101.950,0.665,,,,
675,04/02/23 10:00:00 AM,108.452,8.481,102.010,0.657,,,,
676,04/02/23 11:00:00 AM,108.602,8.879,102.100,0.663,,,,
677,04/02/23 12:00:00 PM,108.536,9.571,102.160,0.650,,,,
678,04/02/23 01:00:00 PM,108.534,10.063,102.210,0.645,,,,
679,04/02/23 02:00:00 PM,108.522,10.357,102.250,0.640,,,,
680,04/02/23 03:00:00 PM,108.543,10.553,102.290,0.638,,,,
681,04/02/23 04:00:00 PM,108.446,10.455,102.310,0.626,,,,
682,04/02/23 05:00:00 PM,108.502,10.063,102.360,0.627,,,,
683,04/02/23 06:00:00 PM,108.493,9.669,102.380,0.624,,,,
684,04/02/23 07:00:00 PM,108.515,9.275,102.490,0.615,,,,
685,04/02/23 08:00:00 PM,108.527,8.879,102.510,0.614,,,,
686,04/02/23 09:00:00 PM,108.527,8.581,102.580,0.607,,,,
687,04/02/23 10:00:00 PM,108.592,8.182,102.630,0.608,,,,
688,04/02/23 11:00:00 PM,108.483,7.782,102.620,0.598,,,,
689,04/03/23 12:00:00 AM,108.440,7.481,102.610,0.595,,,,
690,04/03/23 01:00:00 AM,108.417,7.179,102.580,0.595,,,,
691,04/03/23 02:00:00 AM,108.341,6.877,102.560,0.590,,,,
692,04/03/23 03:00:00 AM,108.307,6.573,102.570,0.585,,,,
693,04/03/23 04:00:00 AM,108.220,6.370,102.560,0.577,,,,
694,04/03/23 05:00:00 AM,108.230,6.166,102.550,0.579,,,,
695,04/03/23 06:00:00 AM,108.228,5.962,102.520,0.582,,,,
696,04/03/23 07:00:00 AM,108.195,5.860,102.550,0.576,,,,
697,04/03/23 08:00:00 AM,108.218,5.962,102.580,0.575,,,,
698,04/03/23 09:00:00 AM,108.199,6.471,102.630,0.568,,,,
699,04/03/23 10:00:00 AM,108.158,7.079,102.630,0.564,,,,
700,04/03/23 11:00:00 AM,108.171,7.782,102.630,0.565,,,,
701,04/03/23 12:00:00 PM,108.074,8.680,102.620,0.556,,,,
702,04/03/23 01:00:00 PM,108.030,9.077,102.580,0.556,,,,
703,04/03/23 02:00:00 PM,108.028,9.768,102.510,0.563,,,,
704,04/03/23 03:00:00 PM,107.940,10.161,102.450,0.560,,,,
705,04/03/23 04:00:00 PM,107.853,10.259,102.420,0.554,,,,
706,04/03/23 05:00:00 PM,107.866,9.965,102.360,0.562,,,,
707,04/03/23 06:00:00 PM,107.910,9.571,102.450,0.557,,,,
708,04/03/23 07:00:00 PM,107.879,9.077,102.470,0.552,,,,
709,04/03/23 08:00:00 PM,107.858,8.581,102.460,0.551,,,,
710,04/03/23 09:00:00 PM,107.837,8.082,102.480,0.546,,,,
711,04/03/23 10:00:00 PM,107.794,7.682,102.460,0.544,,,,
712,04/03/23 11:00:00 PM,107.760,7.280,102.430,0.544,,,,
713,04/04/23 12:00:00 AM,107.727,6.978,102.420,0.541,,,,
714,04/04/23 01:00:00 AM,107.693,6.573,102.380,0.542,,,,
715,04/04/23 02:00:00 AM,107.713,6.268,102.400,0.542,,,,
716,04/04/23 03:00:00 AM,107.615,5.962,102.350,0.537,,,,
717,04/04/23 04:00:00 AM,107.613,5.655,102.350,0.537,,,,
718,04/04/23 05:00:00 AM,107.589,5.347,102.340,0.535,,,,
719,04/04/23 06:00:00 AM,107.577,5.141,102.320,0.536,,,,
720,04/04/23 07:00:00 AM,107.619,5.037,102.350,0.537,,,,
721,04/04/23 08:00:00 AM,107.523,5.141,102.380,0.525,,,,
722,04/04/23 09:00:00 AM,107.484,5.655,102.350,0.524,,,,
723,04/04/23 10:00:00 AM,107.488,6.370,102.330,0.526,,,,
724,04/04/23 11:00:00 AM,107.438,7.381,102.350,0.519,,,,
725,04/04/23 12:00:00 PM,107.406,8.481,102.280,0.523,,,,
726,04/04/23 01:00:00 PM,107.393,9.275,102.260,0.524,,,,
727,04/04/23 02:00:00 PM,107.326,9.866,102.230,0.520,,,,
728,04/04/23 03:00:00 PM,107.227,10.259,102.140,0.519,,,,
729,04/04/23 04:00:00 PM,107.206,10.259,102.100,0.521,,,,
730,04/04/23 05:00:00 PM,107.175,9.965,102.070,0.521,,,,
731,04/04/23 06:00:00 PM,107.177,9.472,101.980,0.530,,,,
732,04/04/23 07:00:00 PM,107.114,9.077,102.060,0.516,,,,
733,04/04/23 08:00:00 PM,107.082,8.581,102.000,0.518,,,,
734,04/04/23 09:00:00 PM,107.137,8.182,102.020,0.522,,,,
735,04/04/23 10:00:00 PM,107.083,7.782,102.050,0.513,,,,
736,04/04/23 11:00:00 PM,107.018,7.481,102.020,0.510,,,,
737,04/05/23 12:00:00 AM,106.920,7.179,101.990,0.503,,,,
738,04/05/23 01:00:00 AM,106.876,6.877,101.930,0.504,,,,
739,04/05/23 02:00:00 AM,106.757,6.674,101.850,0.500,,,,
740,04/05/23 03:00:00 AM,106.735,6.471,101.800,0.503,,,,
741,04/05/23 04:00:00 AM,106.658,6.166,101.740,0.502,,,,
742,04/05/23 05:00:00 AM,106.657,5.962,101.690,0.507,,,,
743,04/05/23 06:00:00 AM,106.667,5.757,101.690,0.508,,,,
744,04/05/23 07:00:00 AM,106.603,5.860,101.720,0.498,,,,
745,04/05/23 08:00:00 AM,106.593,6.064,101.670,0.502,,,,
746,04/05/23 09:00:00 AM,106.562,6.370,101.660,0.500,,,,
747,04/05/23 10:00:00 AM,106.574,6.674,101.640,0.503,,,,
748,04/05/23 11:00:00 AM,106.565,7.381,101.650,0.501,,,,
749,04/05/23 12:00:00 PM,106.479,8.481,101.560,0.502,,,,
750,04/05/23 01:00:00 PM,106.412,9.275,101.500,0.501,,,,
751,04/05/23 02:00:00 PM,106.356,9.866,101.440,0.502,,,,
752,04/05/23 03:00:00 PM,106.278,10.161,101.380,0.500,,,,
753,04/05/23 04:00:00 PM,106.236,10.063,101.350,0.498,,,,
754,04/05/23 05:00:00 PM,106.139,10.063,101.280,0.496,,,,
755,04/05/23 06:00:00 PM,106.140,9.866,101.240,0.500,,,,
756,04/05/23 07:00:00 PM,106.141,9.669,101.220,0.502,,,,
757,04/05/23 08:00:00 PM,106.142,9.472,101.250,0.499,,,,
758,04/05/23 09:00:00 PM,106.089,9.275,101.230,0.496,,,,
759,04/05/23 10:00:00 PM,106.014,9.077,101.180,0.493,,,,
760,04/05/23 11:00:00 PM,105.939,8.978,101.120,0.492,,,,
761,04/06/23 12:00:00 AM,105.907,8.879,101.050,0.495,,,,
762,04/06/23 01:00:00 AM,105.821,8.779,100.990,0.493,,,,
763,04/06/23 02:00:00 AM,105.713,8.779,101.010,0.480,,,,
764,04/06/23 03:00:00 AM,105.681,8.680,100.990,0.479,,,,
765,04/06/23 04:00:00 AM,105.595,8.680,100.830,0.486,,,,
766,04/06/23 05:00:00 AM,105.627,8.680,100.680,0.505,,,,
767,04/06/23 06:00:00 AM,105.649,8.680,100.700,0.505,,,,
768,04/06/23 07:00:00 AM,105.703,8.680,100.770,0.503,,,,
769,04/06/23 08:00:00 AM,105.670,8.779,100.590,0.518,,,,
770,04/06/23 09:00:00 AM,105.723,8.978,100.580,0.525,,,,
771,04/06/23 10:00:00 AM,105.777,9.077,100.590,0.529,,,,
772,04/06/23 11:00:00 AM,105.711,9.373,100.590,0.522,,,,
773,04/06/23 12:00:00 PM,105.772,10.063,100.650,0.523,,,,
774,04/06/23 01:00:00 PM,105.835,10.357,100.640,0.530,,,,
775,04/06/23 02:00:00 PM,105.830,11.041,100.730,0.520,,,,
776,04/06/23 03:00:00 PM,105.849,11.334,100.640,0.531,,,,
777,04/06/23 04:00:00 PM,105.850,11.236,100.720,0.523,,,,
778,04/06/23 05:00:00 PM,105.906,10.944,100.730,0.528,,,,
779,04/06/23 06:00:00 PM,105.962,10.748,100.830,0.524,,,,
780,04/06/23 07:00:00 PM,106.083,10.357,100.910,0.528,,,,
781,04/06/23 08:00:00 PM,106.139,9.965,101.000,0.524,,,,
782,04/06/23 09:00:00 PM,106.152,9.669,101.090,0.516,,,,
783,04/06/23 10:00:00 PM,106.164,9.373,101.130,0.514,,,,
784,04/06/23 11:00:00 PM,106.208,9.077,101.140,0.517,,,,
785,04/07/23 12:00:00 AM,106.230,8.779,101.190,0.514,,,,
786,04/07/23 01:00:00 AM,106.220,8.581,101.200,0.512,,,,
787,04/07/23 02:00:00 AM,106.231,8.481,101.220,0.511,,,,
788,04/07/23 03:00:00 AM,106.231,8.382,101.260,0.507,,,,
789,04/07/23 04:00:00 AM,106.285,8.282,101.260,0.513,,,,
790,04/07/23 05:00:00 AM,106.318,8.182,101.330,0.509,,,,
791,04/07/23 06:00:00 AM,106.361,7.983,101.370,0.509,,,,
792,04/07/23 07:00:00 AM,106.361,7.882,101.400,0.506,,,,
793,04/07/23 08:00:00 AM,106.425,7.983,101.460,0.506,,,,
794,04/07/23 09:00:00 AM,106.414,8.382,101.500,0.501,,,,
795,04/07/23 10:00:00 AM,106.424,8.978,101.530,0.499,,,,
796,04/07/23 11:00:00 AM,106.463,9.866,101.510,0.505,,,,
797,04/07/23 12:00:00 PM,106.524,10.553,101.550,0.507,,,,
798,04/07/23 01:00:00 PM,106.518,11.334,101.560,0.506,,,,
799,04/07/23 02:00:00 PM,106.505,11.625,101.570,0.504,,,,
800,04/07/23 03:00:00 PM,106.492,11.819,101.600,0.499,,,,
801,04/07/23 04:00:00 PM,106.472,11.625,101.470,0.510,,,,
802,04/07/23 05:00:00 PM,106.507,11.334,101.610,0.500,,,,
803,04/07/23 06:00:00 PM,106.544,10.748,101.590,0.505,,,,
804,04/07/23 07:00:00 PM,106.601,10.357,101.680,0.502,,,,
805,04/07/23 08:00:00 PM,106.679,9.965,101.730,0.505,,,,
806,04/07/23 09:00:00 PM,106.703,9.373,101.800,0.500,,,,
807,04/07/23 10:00:00 PM,106.715,8.978,101.850,0.496,,,,
808,04/07/23 11:00:00 PM,106.716,8.581,101.850,0.496,,,,
809,04/08/23 12:00:00 AM,106.716,8.182,101.850,0.496,,,,
810,04/08/23 01:00:00 AM,106.695,7.782,101.860,0.493,,,,
811,04/08/23 02:00:00 AM,106.673,7.481,101.850,0.492,,,,
812,04/08/23 03:00:00 AM,106.705,7.179,101.870,0.493,,,,
813,04/08/23 04:00:00 AM,106.726,6.978,101.890,0.493,,,,
814,04/08/23 05:00:00 AM,106.725,6.674,101.930,0.489,,,,
815,04/08/23 06:00:00 AM,106.789,6.471,101.980,0.490,,,,
816,04/08/23 07:00:00 AM,106.832,6.471,102.030,0.490,,,,
817,04/08/23 08:00:00 AM,106.833,6.775,102.080,0.485,,,,
818,04/08/23 09:00:00 AM,106.877,7.381,102.150,0.482,,,,
819,04/08/23 10:00:00 AM,106.867,8.082,102.150,0.481,,,,
820,04/08/23 11:00:00 AM,106.866,8.879,102.170,0.479,,,,
821,04/08/23 12:00:00 PM,106.863,9.768,102.160,0.480,,,,
822,04/08/23 01:00:00 PM,106.863,9.866,102.140,0.482,,,,
823,04/08/23 02:00:00 PM,106.841,9.965,102.150,0.479,,,,
824,04/08/23 03:00:00 PM,106.817,10.259,102.120,0.479,,,,
825,04/08/23 04:00:00 PM,106.817,10.357,102.120,0.479,,,,
826,04/08/23 05:00:00 PM,106.795,10.455,102.100,0.479,,,,
827,04/08/23 06:00:00 PM,106.753,10.161,102.100,0.475,,,,
828,04/08/23 07:00:00 PM,106.776,9.866,102.090,0.478,,,,
829,04/08/23 08:00:00 PM,106.778,9.472,102.090,0.478,,,,
830,04/08/23 09:00:00 PM,106.790,9.077,102.090,0.479,,,,
831,04/08/23 10:00:00 PM,106.791,8.779,102.080,0.481,,,,
832,04/08/23 11:00:00 PM,106.780,8.680,102.110,0.476,,,,
833,04/09/23 12:00:00 AM,106.727,8.581,102.100,0.472,,,,
834,04/09/23 01:00:00 AM,106.684,8.382,102.080,0.470,,,,
835,04/09/23 02:00:00 AM,106.662,8.282,102.040,0.471,,,,
836,04/09/23 03:00:00 AM,106.609,8.182,102.010,0.469,,,,
837,04/09/23 04:00:00 AM,106.555,8.182,101.940,0.471,,,,
838,04/09/23 05:00:00 AM,106.512,8.082,101.900,0.470,,,,
839,04/09/23 06:00:00 AM,106.533,7.983,101.890,0.474,,,,
840,04/09/23 07:00:00 AM,106.522,8.082,101.880,0.473,,,,
841,04/09/23 08:00:00 AM,106.479,8.282,101.880,0.469,,,,
842,04/09/23 09:00:00 AM,106.489,8.680,101.870,0.471,,,,
843,04/09/23 10:00:00 AM,106.455,9.373,101.830,0.472,,,,
844,04/09/23 11:00:00 AM,106.429,10.259,101.790,0.473,,,,
845,04/09/23 12:00:00 PM,106.337,11.041,101.780,0.465,,,,
846,04/09/23 01:00:00 PM,106.319,11.819,101.680,0.473,,,,
847,04/09/23 02:00:00 PM,106.228,12.304,101.580,0.474,,,,
848,04/09/23 03:00:00 PM,106.223,12.690,101.520,0.480,,,,
849,04/09/23 04:00:00 PM,106.203,12.594,101.500,0.480,,,,
850,04/09/23 05:00:00 PM,106.110,12.207,101.480,0.472,,,,
851,04/09/23 06:00:00 PM,106.060,11.819,101.410,0.474,,,,
852,04/09/23 07:00:00 PM,106.031,11.431,101.370,0.476,,,,
853,04/09/23 08:00:00 PM,106.023,11.139,101.360,0.476,,,,
854,04/09/23 09:00:00 PM,105.939,10.846,101.330,0.470,,,,
855,04/09/23 10:00:00 PM,105.877,10.553,101.300,0.467,,,,
